safety_rank,candidate_index,a1,gamma,remote_alias_rms_snr,alias_a1,alias_gamma,alias_gamma_factor
23,4476,0.05167456981698151,0.7989139416674045,6.942663387767851,0.05,0.3992546656849758,2.0010134140743445
24,18875,0.0502073027347635,0.5754399373371569,6.850243356541118,0.05,0.28757425277098986,2.0010134140743445
25,2291,0.050799480502691584,0.640103202470931,6.775919068923504,0.05,0.31988951096913987,2.0010134140743445
26,4034,0.052281014925353364,0.8609937521846007,6.720528947362131,0.05,0.4302788507706685,2.0010134140743445
27,1067,0.05061257416027322,0.6042963902381329,6.690655473555691,0.05,0.3019951720402016,2.0010134140743445
28,5150,0.05179034948154579,0.758577575029184,6.628871409158608,0.05,0.379096696550681,2.0010134140743445
29,16058,0.050450865080813714,0.5737860693092911,6.607905322605673,0.05,0.2867477375581316,2.0010134140743445
30,4126,0.05099625084006099,0.6382634861905486,6.58272519625374,0.05,0.31897011869148584,2.0010134140743436
31,13874,0.053093289479363544,0.9914024778060788,6.56250505743612,0.05,0.4954501908047903,2.0010134140743445
32,16966,0.05043212303544344,0.5495408738576245,6.429362574205408,0.05,0.2746312793269497,2.0010134140743445
33,11561,0.05333806671197508,0.9885530946569391,6.355810440205173,0.05,0.4940262207658599,2.0010134140743445
34,18255,0.05143841811423157,0.6625978159041461,6.348483788175853,0.05,0.3311311214825911,2.0010134140743445
35,204,0.05263958603451369,0.8413951416451951,6.327150886744197,0.05,0.42048450836318807,2.001013414074344
36,10532,0.05159589354707501,0.6683439175686146,6.245011253517857,0.05,0.3340027172570385,2.0010134140743445
37,18281,0.05095336049628271,0.5804301988538249,6.188259422451939,0.05,0.29006811986931547,2.0010134140743436
38,4401,0.050572306760046336,0.5339492735741767,6.163656343379398,0.05,0.2668394273714442,2.0010134140743445
39,5736,0.05051797085110826,0.5128613839913648,6.030389351233959,0.05,0.25630082256525555,2.0010134140743445
40,2424,0.05066214212818535,0.5232991146814947,5.984435775953205,0.05,0.2615170448137997,2.0010134140743445
41,6569,0.05384093433723369,0.960505818386731,5.846426560554406,0.05,0.48000968490811174,2.0010134140743445
42,14699,0.05382271765060525,0.9467820160680864,5.807159913579965,0.05,0.4731512589614805,2.0010134140743445
43,17478,0.0509844469344889,0.5339492735741767,5.769273824068808,0.05,0.2668394273714442,2.0010134140743445
44,18827,0.050727795898563646,0.5055335697126492,5.760886004777432,0.05,0.2526387710131897,2.001013414074344
45,3709,0.05212659881747089,0.6569011164762665,5.684314210752783,0.05,0.32828421431654653,2.001013414074344
46,28,0.05218026178974566,0.6625978159041461,5.676280622685905,0.05,0.3311311214825911,2.0010134140743445
47,4173,0.053981180343819844,0.9440608762859236,5.667076772071211,0.05,0.47179137813158534,2.0010134140743445
48,808,0.052878070433519206,0.7477389434625966,5.614707221599151,0.05,0.37368012538211576,2.0010134140743445
49,16669,0.051115928796738465,0.5293586328441946,5.602756915904292,0.05,0.26454526947240503,2.001013414074344
50,9032,0.05418689238447781,0.9632743586991879,5.576995245626559,0.05,0.4813932540001448,2.0010134140743445
51,15143,0.05262929520465597,0.6958249547006052,5.502337414923729,0.05,0.3477362769317013,2.001013414074344
52,12150,0.051952618600112466,0.6112938126483173,5.501708539712446,0.05,0.3054921113215514,2.0010134140743445
53,2529,0.05394450684639609,0.8835883884127874,5.432561750701962,0.05,0.4415704473533125,2.0010134140743445
54,12643,0.05345502071102361,0.7943282347242817,5.386814699767608,0.05,0.3969629734300071,2.0010134140743445
55,11439,0.05241730429202464,0.6475152482255576,5.3516941281585675,0.05,0.32359365692962827,2.0010134140743445
56,12093,0.05307271528913388,0.722353863586956,5.284176383843242,0.05,0.3609940135864167,2.0010134140743445
57,8705,0.05266136270250604,0.6683439175686146,5.282445889556379,0.05,0.3340027172570385,2.0010134140743445
58,3483,0.054658388737404105,0.974428550075478,5.240374982816049,0.05,0.4869675251658631,2.0010134140743445
59,2848,0.052345522170752924,0.6237348354824191,5.2367101645612015,0.05,0.31170947235801266,2.0010134140743436
60,7711,0.054240512433868474,0.878516656407272,5.1621298193362275,0.05,0.4390358656409447,2.0010134140743445
61,12691,0.0519672936072794,0.5623413251903491,5.083869142547466,0.05,0.28102826359636596,2.0010134140743445
62,17873,0.05442406682547845,0.8810488730080143,5.021728226202699,0.05,0.44030133272024147,2.0010134140743445
63,12402,0.052673937267787165,0.6345999009812868,5.019865251874694,0.05,0.31713925379897995,2.001013414074344
64,9792,0.051862413205248876,0.5401321147646347,4.98657569534841,0.05,0.26992928231542945,2.001013414074343
65,12760,0.05212226861250985,0.5672179944867406,4.980169601397305,0.05,0.2834653633489668,2.001013414074344
66,3255,0.054020929344260366,0.796617788516731,4.9142992163464125,0.05,0.3981071705534973,2.0010134140743445
67,754,0.05312971464671076,0.6741398498898495,4.902381259502406,0.05,0.3368992157414908,2.001013414074344
68,7361,0.05453311352522955,0.8585191758708333,4.818033985206894,0.05,0.4290421892388855,2.0010134140743445
69,6472,0.05189569817286258,0.5188000389289612,4.757879653781434,0.05,0.25926864621692436,2.0010134140743445
70,16519,0.05209379850051718,0.532414653582118,4.695423834657796,0.05,0.26607250597988097,2.0010134140743445
71,19598,0.053382840916751176,0.6760829753919819,4.689087312747149,0.05,0.33787028644419825,2.0010134140743445
72,2170,0.05498535953272645,0.893819859740991,4.618722281252473,0.05,0.44668359215096326,2.0010134140743445
73,19621,0.05395768142766744,0.7286181745132277,4.545998999592788,0.05,0.3641245827681179,2.0010134140743445
74,12828,0.054538367638157725,0.8081649291125372,4.538765383975551,0.05,0.40387781682432594,2.0010134140743445
75,3056,0.05469863037728319,0.824612663620516,4.4962799972569085,0.05,0.4120975190973302,2.001013414074344
76,15026,0.053869352406644755,0.707945784384138,4.482646461575564,0.05,0.3537936224738549,2.0010134140743445
77,10964,0.053618864131796715,0.6760829753919819,4.4772532383612145,0.05,0.33787028644419825,2.0010134140743445
78,13951,0.055647942934721265,0.980053987485756,4.46810624072546,0.05,0.48977881936844614,2.0010134140743445
79,6610,0.052156472873668494,0.5113873725599799,4.436335004750292,0.05,0.25556419010641385,2.001013414074344
80,12549,0.05485482443956801,0.8293732044796284,4.390846416110722,0.05,0.4144765840379391,2.0010134140743445
81,19116,0.052218818926081545,0.5128613839913648,4.390580530085383,0.05,0.25630082256525555,2.0010134140743445
82,12499,0.053895016848043105,0.6938250889094058,4.359787696695612,0.05,0.34673685045253166,2.0010134140743445
83,10032,0.05297649330715835,0.5837810589599196,4.32384754750755,0.05,0.29174270140011677,2.001013414074344
84,12827,0.05482542637539595,0.7920452613228854,4.198055903814607,0.05,0.39582206483572263,2.001013414074343
85,6058,0.0549723753382326,0.8104943654808874,4.1829173005509395,0.05,0.4050419451364931,2.0010134140743445
86,1530,0.05380371988331174,0.6364290574262721,4.003455237818278,0.05,0.31805336883295204,2.0010134140743445
87,9313,0.0538137721675968,0.62914391424834,3.9348711032444315,0.05,0.3144126420258796,2.0010134140743445
88,13038,0.05385441259174817,0.6183722613912372,3.808090055422316,0.05,0.30902954325135906,2.0010134140743445
89,7679,0.05289906943180716,0.5188000389289612,3.7955029527320683,0.05,0.25926864621692436,2.0010134140743445
90,12329,0.05602163217184271,0.8989799381034805,3.7906218110618997,0.05,0.4492623246702935,2.0010134140743445
91,14957,0.05569543992053464,0.8104943654808874,3.5690587759326764,0.05,0.4050419451364931,2.0010134140743445
92,15873,0.0553503838631036,0.7629568911615332,3.5618492324294877,0.05,0.3812852456636189,2.0010134140743445
93,1207,0.056589454972061456,0.9386420366721355,3.524290645720019,0.05,0.46908333051147744,2.0010134140743445
94,841,0.05633626051218186,0.8659643233600653,3.354937666586659,0.05,0.43276287768448307,2.0010134140743445
95,8628,0.05328380540041008,0.5099175975748701,3.3378531730737633,0.05,0.25482967479793467,2.001013414074344
96,9926,0.05376906214158157,0.5559042572704037,3.3283717691820858,0.05,0.2778113596642536,2.0010134140743445
97,4580,0.05387507370892621,0.5623413251903491,3.289682173474773,0.05,0.28102826359636596,2.0010134140743445
98,2502,0.05434800356859555,0.6060382005270663,3.2486554175101072,0.05,0.3028656361143963,2.0010134140743445
99,12009,0.05663065641890971,0.8634754611613358,3.0969653650432276,0.05,0.43151907682776525,2.001013414074344
100,2427,0.056110807456366915,0.7829787941891024,3.0413836795529723,0.05,0.391291127126853,2.0010134140743445
101,17928,0.054714040708574364,0.6201546436537854,3.0368286332264463,0.05,0.30992028303851465,2.0010134140743445
102,12063,0.05660925961992796,0.8438203600288409,3.0008076815463536,0.05,0.4216965034285822,2.0010134140743445
103,16216,0.05448441911431123,0.5905409250299409,2.983897448872691,0.05,0.29512092266663853,2.0010134140743445
104,16410,0.055520379398356634,0.6958249547006052,2.932545193459391,0.05,0.3477362769317013,2.001013414074344
105,7567,0.055202560683893946,0.658794553441924,2.9210610591074206,0.05,0.32923045333340656,2.0010134140743445
106,11152,0.05505342614444334,0.641948221508036,2.915210396141761,0.05,0.32081155328236366,2.0010134140743445
107,17105,0.055341907717401606,0.6645076729077796,2.8429439508362524,0.05,0.3320855663604716,2.0010134140743445
108,14203,0.056362525079499584,0.7740161100463954,2.7664587643060283,0.05,0.3868120546330523,2.001013414074343
109,10695,0.055478894530295156,0.6683439175686146,2.751788450986307,0.05,0.3340027172570385,2.0010134140743445
110,3381,0.05571978038931369,0.6918309709189366,2.725353512410402,0.05,0.34574029641823917,2.0010134140743445
111,10298,0.05718957500735516,0.8759917176331175,2.7069743881420147,0.05,0.4377740356320127,2.0010134140743445
112,248,0.05476538366482753,0.5854637363205774,2.6772806775725595,0.05,0.29258361398412164,2.0010134140743445
113,3469,0.054756234330467446,0.5804301988538249,2.6386147876924206,0.05,0.29006811986931547,2.0010134140743436
114,7084,0.05673966270017108,0.8012167131981434,2.626833234046205,0.05,0.40040546833054635,2.0010134140743445
115,14438,0.05410202138243001,0.5113873725599799,2.5691607328984816,0.05,0.25556419010641385,2.001013414074344
116,18388,0.05458863505786475,0.5511248580808259,2.512227577489148,0.05,0.2754228703338166,2.0010134140743445
117,17523,0.05598188455747745,0.6839116472814293,2.4308843440496393,0.05,0.3417826399718576,2.0010134140743445
118,3589,0.05733032410179527,0.8462525688072693,2.416323735017251,0.05,0.42291199192122364,2.0010134140743445
119,8904,0.05539512036206389,0.6165950018614822,2.384569292135839,0.05,0.3081413635333949,2.0010134140743445
120,2212,0.05717174782365313,0.8175230379436502,2.3690372978595686,0.05,0.408554501530831,2.0010134140743445
121,16775,0.05614015310164124,0.6799860450033224,2.259239459801852,0.05,0.33982083289425596,2.0010134140743445
122,12365,0.057866380216303435,0.893819859740991,2.255408380094435,0.05,0.44668359215096326,2.0010134140743445
123,3608,0.05694570484505312,0.7673614893618189,2.2228895441409704,0.05,0.38348642940846817,2.0010134140743445
124,11228,0.055438896833477525,0.5956621435290106,2.152573363899267,0.05,0.2976802350945558,2.0010134140743445
125,715,0.05874717343075293,0.9857119009006164,2.0345689672180933,0.05,0.4926063433495773,2.0010134140743445
126,7267,0.05500894126898804,0.5370317963702527,1.9754900882916577,0.05,0.2683799081970073,2.001013414074344
127,7357,0.05678991734968348,0.7120327999992025,1.9461845753590794,0.05,0.3558360953460096,2.0010134140743445
128,10332,0.05707099245358323,0.7413102413009177,1.9273880641258783,0.05,0.3704674022107158,2.0010134140743445
129,10333,0.05530015123397904,0.5559042572704037,1.8950739437789048,0.05,0.2778113596642536,2.0010134140743445
130,11339,0.05554726094716137,0.5787619883491206,1.8920154035669086,0.05,0.2892344370499146,2.0010134140743445
131,15298,0.0579540732053058,0.8293732044796284,1.7961078651473739,0.05,0.4144765840379391,2.0010134140743445
132,5009,0.056505623473768855,0.6606934480075961,1.7750345580742513,0.05,0.33017941976827203,2.0010134140743445
133,6754,0.056192301733382626,0.6201546436537854,1.6954857023684002,0.05,0.30992028303851465,2.0010134140743445
134,9318,0.058648015011696204,0.8989799381034805,1.656831133817968,0.05,0.4492623246702935,2.0010134140743445
135,15486,0.056343490955280816,0.6112938126483173,1.4778963120888642,0.05,0.3054921113215514,2.0010134140743445
136,8374,0.05660392132316128,0.6364290574262721,1.4755498102357478,0.05,0.31805336883295204,2.0010134140743445
137,2503,0.05881486943082054,0.8886893998466987,1.4654367935787922,0.05,0.4441196613655889,2.0010134140743445
138,9615,0.05670930049916664,0.6437985585864101,1.4480811638221198,0.05,0.3217362532695599,2.0010134140743445
139,6641,0.05904897363668623,0.9015711376059571,1.3561950139925931,0.05,0.4505572682644998,2.0010134140743445
140,13454,0.058886984915402896,0.8759917176331175,1.3339225546260698,0.05,0.4377740356320127,2.0010134140743445
141,12959,0.05537243274187087,0.5084520468600939,1.3306952588637544,0.05,0.25409727055493053,2.0010134140743445
142,434,0.05597257206284955,0.5591135275705602,1.3065430255126875,0.05,0.2794151821461939,2.0010134140743445
143,8387,0.058788689894153236,0.8585191758708333,1.3057177021468642,0.05,0.4290421892388855,2.0010134140743445
144,1971,0.05576238779793116,0.5370317963702527,1.2724534950459165,0.05,0.2683799081970073,2.001013414074344
145,10603,0.05763386030884847,0.7182076058301705,1.271775159114495,0.05,0.35892193464500516,2.0010134140743445
146,14725,0.19971179351639173,0.01650061001320228,1.2055647950725876,0.2,0.033017941976827204,2.0010134140743445
147,17429,0.05613217167571509,0.5607251037949698,1.1773983756323456,0.05,0.2802205621666747,2.0010134140743445
148,9218,0.056121564909503124,0.5559042572704037,1.1381592131896996,0.05,0.2778113596642536,2.0010134140743445
149,11453,0.05844904368380951,0.7897688493998856,1.128455852439997,0.05,0.39468443531910424,2.0010134140743445
150,973,0.05815039123605395,0.7542233958475707,1.1169958496753938,0.05,0.37692070954780155,2.0010134140743445
151,18215,0.19949708512597752,0.017478332624182184,1.1016606611057265,0.2,0.0349743780366418,2.001013414074345
152,1255,0.05936809897372303,0.8963961859499502,1.08209834424538,0.05,0.44797110286470376,2.0010134140743445
153,15797,0.16409545116355945,0.9942600739529568,1.072635034834389,0.13409545116355945,0.5011872336272722,1.9838096568365062
154,10001,0.16487048490598838,0.9942600739529568,1.0719301978326186,0.13487048490598838,0.5040806191026695,1.9724227361148536
155,12226,0.16586372461972876,0.980053987485756,1.0691179139161031,0.13586372461972876,0.4954501908047903,1.9781080029332392
156,17815,0.16641061889022346,0.980053987485756,1.0684695957207326,0.13641061889022346,0.4968782652628518,1.9724227361148534
157,7705,0.1635086837870552,0.9772372209558107,1.0680103615304917,0.13364620430948884,0.4883711493797627,2.0010134140743445
158,8725,0.16828327728250678,0.9971259067705326,1.0674971483605165,0.13828327728250678,0.5158221650723058,1.9330807675369273
159,10234,0.16733670738610557,0.9440608762859236,1.0635164580205136,0.13733670738610557,0.4731512589614805,1.99526231496888
160,419,0.16984532126118215,0.980053987485756,1.063486186400397,0.13984532126118215,0.5069907082747045,1.933080767536927
161,3201,0.17019512574810916,0.974428550075478,1.0629604836707178,0.14019512574810916,0.5040806191026695,1.9330807675369275
162,6182,0.17023358053108628,0.9772372209558107,1.0626333144723934,0.14023358053108628,0.5055335697126492,1.9330807675369275
163,11925,0.17119492021091876,0.9914024778060788,1.062475963536548,0.14119492021091876,0.5188000389289612,1.9109529749704406
164,3884,0.17272420613405529,0.9942600739529568,1.0606217694459128,0.1427242061340553,0.5248074602497725,1.8945235143565924
165,16788,0.17296050657348655,0.9857119009006164,1.0597507319462927,0.14296050657348655,0.5188000389289612,1.899984246214733
166,5274,0.17348792866291518,0.9914024778060788,1.0593035665343706,0.14348792866291518,0.5248074602497725,1.8890784771509135
167,13914,0.16527283023532094,0.9495109992021983,1.058865204070485,0.13552626339213167,0.4745150594812158,2.0010134140743445
168,13010,0.17265734306404612,0.9549925860214359,1.0572546279950834,0.14265734306404612,0.4954501908047903,1.9275249131909356
169,4584,0.1747004762509381,0.974428550075478,1.0568637891505663,0.1447004762509381,0.5158221650723058,1.8890784771509124
170,5957,0.16339964426091655,0.960505818386731,1.0567562925904985,0.13381626924721624,0.48000968490811174,2.0010134140743445
171,3128,0.17364368695028437,0.9577452351172411,1.056149541324803,0.14364368695028437,0.4997467747924086,1.9164610627353862
172,1057,0.17267111001290764,0.9359442919496421,1.0556251202825548,0.14267111001290764,0.4813932540001448,1.9442405645953662
173,18073,0.1615077293384538,0.9716279515771062,1.0543150493831817,0.1320958620343241,0.4855679350988134,2.001013414074344
174,19088,0.19949831115417993,0.01693362741878218,1.0542657252552703,0.2,0.033884415613920256,2.0010134140743445
175,5385,0.1718925005602268,0.909389635177316,1.0536568250336253,0.14189250056022681,0.45840569030573225,1.9838096568365051
176,15841,0.17768558362733955,0.9914024778060788,1.0535389269474054,0.14768558362733955,0.5354883169202962,1.8513988942052724
177,16109,0.17495313786016325,0.9440608762859236,1.0530679258604354,0.14495313786016326,0.4926063433495773,1.9164610627353864
178,12058,0.16928562711676887,0.9120108393559097,1.0523084620836078,0.13945482202889356,0.4557744755438333,2.001013414074344
179,14061,0.16138368160773178,0.9688354022599172,1.0519253739880734,0.132037038675389,0.48417236758409943,2.001013414074344
180,10133,0.16723918442866914,0.9252306262333164,1.0518948912999675,0.13754265397162613,0.46238102139926035,2.0010134140743445
181,11846,0.17337214292534955,0.906775964583905,1.0516307293292875,0.14337214292534955,0.4610520952362225,1.966753809283338
182,11583,0.1612873126970103,0.9688354022599172,1.0514365328490831,0.1319581938661414,0.48417236758409943,2.001013414074344
183,6218,0.1794999401039986,0.9914024778060788,1.05120526107693,0.1494999401039986,0.5401321147646347,1.8354814511225415
184,5287,0.16701811639626862,0.9252306262333164,1.0508251064131866,0.13736084081588437,0.46238102139926035,2.0010134140743445
185,12283,0.16661118148754428,0.9278974901273312,1.050714760914855,0.13698122265256432,0.4637137780291046,2.0010134140743445
186,8314,0.1785671883584954,0.9688354022599172,1.0504388042174688,0.1485671883584954,0.5202954164627397,1.8620871366628675
187,14586,0.1734497175532284,0.8989799381034805,1.050228320342057,0.1434497175532284,0.4544645372095087,1.9781080029332403
188,6210,0.17475171193274897,0.909389635177316,1.049911781991504,0.14475171193274897,0.46639082688444056,1.9498445997580456
189,9449,0.17847574675946748,0.9577452351172411,1.0498111856451051,0.14847574675946748,0.5113873725599799,1.8728370830175485
190,739,0.17591954365490897,0.9225714271547634,1.0495138511979798,0.14591954365490897,0.47863009232263826,1.9275249131909369
191,19758,0.17662254205362554,0.9278974901273312,1.049385485162975,0.14662254205362554,0.48417236758409943,1.9164610627353862
192,6913,0.17661914121080063,0.9278974901273312,1.0493780811768336,0.14661914121080064,0.48417236758409943,1.9164610627353862
193,3739,0.15841297654618217,0.9885530946569391,1.0488667125843711,0.12931479348947036,0.4940262207658599,2.0010134140743445
194,18772,0.17693764587577754,0.9199198708622777,1.048480849475113,0.14693764587577754,0.47863009232263826,1.9219850268883047
195,679,0.15898416679508048,0.9828788730000321,1.0483775641474666,0.1298644285974948,0.4911905467933636,2.0010134140743436
196,15196,0.17927843837946522,0.9522478482957601,1.0480595657801106,0.14927843837946522,0.5099175975748701,1.8674543746373524
197,19792,0.15724724401920287,0.9971259067705326,1.0479024313366092,0.12823995772873378,0.49831045597052953,2.0010134140743445
198,2853,0.16551427057116402,0.930572040929699,1.0472214254355103,0.13603480232495876,0.46505037616660627,2.0010134140743445
199,16507,0.17602683872329716,0.9041698059234505,1.0472173452389713,0.14602683872329716,0.46505037616660627,1.9442405645953673
200,15894,0.1827076978930703,0.9914024778060788,1.0471404940796667,0.1527076978930703,0.5479614421527548,1.809255910253821
201,8119,0.17705601959757478,0.906775964583905,1.0464247606995538,0.14705601959757478,0.46908333051147744,1.9330807675369273
202,7327,0.16274983002973015,0.9495109992021983,1.046330355760679,0.13345736440907172,0.4745150594812158,2.0010134140743445
203,9356,0.1622878648643974,0.9522478482957601,1.0458190760882418,0.13303526789282197,0.47588279098881686,2.0010134140743445
204,15415,0.17699997447286409,0.9015711376059571,1.045774386474145,0.1469999744728641,0.46505037616660627,1.9386526359522078
205,654,0.174590962432621,0.8734740357683985,1.0454401406009401,0.144590962432621,0.4377740356320127,1.9952623149688797
206,12070,0.18411965131551705,0.9885530946569391,1.0449442681676684,0.15411965131551705,0.5479614421527548,1.8040559400917864
207,12839,0.17829415615552258,0.909389635177316,1.04473807301279,0.14829415615552258,0.4745150594812158,1.9164610627353864
208,2795,0.05685097742722701,0.6130557921498209,1.0444202099666773,0.05,0.30637265489467813,2.0010134140743445
209,8935,0.17948302498041513,0.9199198708622777,1.0443640606746591,0.14948302498041513,0.4855679350988134,1.8945235143565922
210,11584,0.1668233351842357,0.9172759353897799,1.0442838827660106,0.1373359547505614,0.45840569030573225,2.0010134140743445
211,2691,0.1771480480261154,0.8886893998466987,1.0438531780749236,0.1471480480261154,0.4557744755438333,1.9498445997580454
212,15225,0.18240169026995268,0.9495109992021983,1.043707311833022,0.15240169026995268,0.514339644080062,1.8460778011783932
213,6910,0.17951699198006843,0.9146395988343222,1.0436679931891801,0.14951699198006843,0.4813932540001448,1.899984246214732
214,7070,0.18390269513996255,0.9688354022599172,1.0436471408594414,0.15390269513996255,0.532414653582118,1.8197008586099837
215,4470,0.16290322866780715,0.9440608762859236,1.0434919414167634,0.13367020682477,0.47179137813158534,2.0010134140743445
216,10119,0.1802163991978416,0.9199198708622777,1.043314880466295,0.1502163991978416,0.4869675251658631,1.8890784771509133
217,5008,0.18119605256238563,0.9278974901273312,1.0428291728066232,0.15119605256238564,0.4954501908047903,1.8728370830175485
218,11782,0.18352648680871564,0.9522478482957601,1.0428106913972153,0.15352648680871564,0.5188000389289612,1.8354814511225404
219,5995,0.16767319221924493,0.909389635177316,1.0427295445359068,0.13817207014975522,0.4544645372095087,2.0010134140743445
220,2328,0.1834308327315194,0.9467820160680864,1.0425512587952372,0.1534308327315194,0.514339644080062,1.8407720014689564
221,13792,0.17421340106815958,0.8684603593990751,1.042231757154146,0.14432582812675998,0.43401026364474377,2.0010134140743445
222,19172,0.18215837735115586,0.9278974901273312,1.0421933472772456,0.15215837735115587,0.49831045597052953,1.8620871366628675
223,17335,0.15875058714102447,0.974428550075478,1.0419930484997648,0.1297989308356184,0.4869675251658631,2.0010134140743445
224,2659,0.1662571574192917,0.9172759353897799,1.0415560472030267,0.13686985350746342,0.45840569030573225,2.0010134140743445
225,15452,0.16814657183535964,0.9041698059234505,1.0412058364152568,0.13865366914873578,0.4518559443749224,2.0010134140743445
226,18802,0.18319343879740563,0.930572040929699,1.0409050849112973,0.15319343879740563,0.5026318444082005,1.8513988942052726
227,14703,0.1851976807790326,0.9549925860214359,1.0405567367909332,0.1551976807790326,0.5248074602497725,1.8197008586099834
228,12068,0.18147731783317406,0.8989799381034805,1.040017756903215,0.15147731783317406,0.4745150594812158,1.8945235143565926
229,5007,0.18452862296137496,0.9359442919496421,1.0399819438935078,0.15452862296137496,0.5099175975748701,1.8354814511225404
230,1981,0.17699185417095176,0.8560517117200949,1.039882681361134,0.14699185417095176,0.4302788507706685,1.9895277450584161
231,8787,0.16513371935433396,0.9225714271547634,1.039831815356486,0.13585564797210797,0.4610520952362225,2.0010134140743445
232,5213,0.18530517749799946,0.9495109992021983,1.0397544455370125,0.15530517749799946,0.5217951042390023,1.8197008586099832
233,9217,0.181075085429187,0.8912509381337455,1.0393690074470716,0.151075085429187,0.46639082688444056,1.9109529749704406
234,7551,0.1869204913978954,0.9716279515771062,1.0393616010122741,0.1569204913978954,0.5416889793927849,1.79370079241093
235,7312,0.18855060293358866,0.980053987485756,1.038829932780437,0.1585486700776927,0.5511248580808259,1.7782794100389225
236,4771,0.18442708688901405,0.9225714271547634,1.038137422608639,0.15442708688901405,0.49831045597052953,1.8513988942052721
237,9618,0.18456166355953707,0.9252306262333164,1.038037658300772,0.15456166355953707,0.5011872336272722,1.8460778011783932
238,14556,0.18355086531268544,0.9120108393559097,1.0379986098740346,0.15355086531268544,0.4883711493797627,1.867454374637352
239,5453,0.17855094466698768,0.8511380382023763,1.0372685509895627,0.14855094466698768,0.4302788507706685,1.9781080029332392
240,14343,0.18873075805864364,0.974428550075478,1.0371102451127687,0.15873075805864365,0.5479614421527548,1.7782794100389228
241,12933,0.16125773337687516,0.9467820160680864,1.0370914482036382,0.13227688266099447,0.4731512589614805,2.0010134140743445
242,3330,0.18349147301957985,0.9015711376059571,1.037045238925096,0.15349147301957985,0.48000968490811174,1.878235306395005
243,14150,0.18684439770197242,0.9386420366721355,1.0368708230091872,0.15684439770197242,0.5158221650723058,1.8197008586099834
244,16356,0.1871049867268571,0.9467820160680864,1.036772156593334,0.1571049867268571,0.5232991146814947,1.809255910253821
245,15314,0.18526096324480545,0.9199198708622777,1.0365421063426528,0.15526096324480546,0.49831045597052953,1.8460778011783932
246,13080,0.18716457323759328,0.9359442919496421,1.0363834544201371,0.15716457323759328,0.514339644080062,1.8197008586099832
247,12385,0.18983936098685905,0.980053987485756,1.0363518660944877,0.15983936098685905,0.5543065366083507,1.7680722177343187
248,1806,0.18202598226005479,0.8810488730080143,1.036346091889347,0.1520259822600548,0.4610520952362225,1.9109529749704406
249,8786,0.1786088670717122,0.8413951416451951,1.036003478403816,0.1486088670717122,0.42291199192122364,1.9895277450584161
250,12255,0.16285212561508475,0.933254300796991,1.035999348288128,0.13380299157700032,0.46639082688444056,2.0010134140743445
251,1936,0.18923803749022067,0.9688354022599172,1.0359415020545097,0.15923803749022067,0.5448161839981668,1.7782794100389228
252,1731,0.18980089852992965,0.9688354022599172,1.0354070890157447,0.15980089852992965,0.5463865498818543,1.7731684692264285
