state_index,a1,gamma,nearest_state,nearest_a1,nearest_gamma,snr_sep_rms,rms_g_difference,split,candidate_index
45,0.056941913532298744,0.018880852673330843,128,0.055619618112921654,0.01689951797810377,1.5093390105779225,4.8098903995848534e-05,train,4479
46,0.09608648085263344,0.040560007272440565,137,0.10307056747140261,0.2046212421850329,1.465758348132234,5.091971390848698e-05,train,5544
47,0.09996935370863894,0.029331284976047353,144,0.10171018019447976,0.037783535609006956,1.4076941151049076,4.9507422646659904e-05,train,5508
48,0.05241822049321442,0.392465141888883,136,0.06751844709937296,0.9203173010006898,1.4705812874054645,4.549088822203692e-05,train,548
49,0.10479264248301567,0.8569580971199765,118,0.06997049194601442,0.024674196649050992,1.5881545600802194,5.2277205911857126e-05,val,2203
50,0.19302617697234276,0.7822791721718071,146,0.15622287110380562,0.33103699970485767,1.4117216656429867,5.3216834540619776e-05,train,5666
51,0.05212750443075262,0.9261603754980834,145,0.0531003610974843,0.8725817783603829,1.6768215424951884,5.073734321118487e-05,train,367
52,0.06788818098017216,0.7354747583351078,127,0.07641008581512279,0.9792003631938615,1.5299780730085983,4.787658260871256e-05,val,1405
53,0.08590749133543538,0.0431700052759949,101,0.11544531213236767,0.6097308674292365,1.7074258476969972,5.8172564543835716e-05,train,4895
54,0.07637145637450306,0.03586793494385622,140,0.07517634227750235,0.03751901120838736,1.4213930817276164,4.73100858000946e-05,train,5455
55,0.06159466753610837,0.02714097621617481,133,0.0604897389880807,0.03285421122310453,1.4993586108265504,4.827786676786476e-05,train,468
56,0.054970881570592114,0.7359821991547137,26,0.050418385504065785,0.6669609130005246,2.7023301786526863,8.23494802303758e-05,test,1567
57,0.05325778919411804,0.04905083862794286,139,0.05368652871497661,0.01992863763755749,1.4393344170810647,4.551572554383119e-05,train,3363
58,0.12897726817026176,0.016795210516399636,131,0.1784137801879243,0.6781696370038233,1.6158532663333995,6.037449120040386e-05,train,1215
59,0.13988488351830408,0.03494236680381632,134,0.1900399087533159,0.6504735938284304,1.658083917424101,6.318609259643668e-05,test,4653
60,0.1103618990046997,0.017845162825883998,108,0.11003598640779329,0.040521559914352,1.6568568090984934,5.9461399535772886e-05,train,1264
61,0.14254152821062321,0.017389424552026137,86,0.19955293078999214,0.6942786386691554,1.969527262885258,7.565965239962873e-05,val,451
62,0.19230814307453076,0.9585571347512887,124,0.18891613029837473,0.8772592900621583,1.5431168115818088,5.725081594115904e-05,test,260
63,0.19447015485925023,0.865285700538599,131,0.1784137801879243,0.6781696370038233,1.527013936093937,5.7150121676977494e-05,test,1726
64,0.1202948481781734,0.011970872194105538,141,0.15993636323364235,0.5709248757992511,1.4626945245764404,5.375784725942152e-05,train,5627
65,0.18923526689726244,0.9680403589030794,141,0.15993636323364235,0.5709248757992511,1.4141410660330878,5.207243342274782e-05,test,4987
66,0.15134695171259638,0.014559433384117467,143,0.19353108701654637,0.510799350521576,1.4628218032803888,5.710666859517949e-05,train,4137
67,0.14692737589464652,0.010983035587402325,142,0.19602827971207093,0.5795795218243102,1.657592948780075,6.427366490031013e-05,test,2212
68,0.1625257868377677,0.042467619591630416,32,0.1993501576664894,0.4708600146560491,2.3090434948561995,9.157653638915569e-05,train,2748
69,0.15971885253061524,0.05921071419343687,116,0.1974556599957214,0.4925580421653694,1.593696579504568,6.277194706724738e-05,test,3118
70,0.1800168448433363,0.027027944790230327,9,0.18207180334019896,0.02329899468142813,2.1943397011514736,9.047885219681898e-05,train,4446
71,0.19793196193842671,0.013867707121111452,2,0.2,0.01,2.1855458512445023,9.327869638409915e-05,train,5295
72,0.19807870933877036,0.163378173484396,9,0.18207180334019896,0.02329899468142813,2.1848701794117122,9.048107947826181e-05,test,3451
73,0.1746732546107934,0.018932285245407986,34,0.19518327699775234,0.21057426165881382,2.1844285573728746,8.93040690758292e-05,train,3315
74,0.1656596464675465,0.02211873615304392,5,0.16603270740862186,0.05445825471644811,2.177797469948426,8.712922265705344e-05,val,1989
75,0.1136018327071109,0.012111058384762426,138,0.11257489133228997,0.01869535304486084,1.468233064953811,5.309594662789468e-05,val,2816
76,0.18857775531258913,0.01622171963764681,18,0.19077829290152554,0.014380574148729633,2.151207168815762,9.024834874657918e-05,train,2125
77,0.19771902571837308,0.7703284817393601,134,0.1900399087533159,0.6504735938284304,1.4770384830305827,5.624047349110292e-05,train,793
78,0.10428285160544012,0.02189265201412665,103,0.1289017528796782,0.4052611165918742,1.989966768319771,7.072287510689714e-05,train,5956
79,0.17226786005912484,0.046242858973346096,33,0.17876019545904975,0.14476574995669975,2.1290144258123602,8.591129274844712e-05,train,2574
80,0.19382957048723548,0.021708162549252674,18,0.19077829290152554,0.014380574148729633,2.118265388393367,8.924453576068763e-05,test,3812
81,0.14573958904821332,0.7893668824835292,144,0.10171018019447976,0.037783535609006956,1.5400679211950905,5.424789371089556e-05,test,5979
82,0.1580420583763331,0.951045605336538,38,0.1628626409854423,0.982906649091139,2.084936192916979,7.393203854294447e-05,train,5440
83,0.18091923933588355,0.9502730451399958,110,0.14255057558221382,0.3719038415254588,1.9036334765989613,6.95898289872551e-05,train,2389
84,0.11397832078930402,0.9381479165350242,140,0.07517634227750235,0.03751901120838736,1.4458578948882017,4.806404858653003e-05,val,1041
85,0.13387883557237473,0.012144029094102273,146,0.15622287110380562,0.33103699970485767,1.404031156006627,5.294289825717469e-05,train,2079
86,0.19955293078999214,0.6942786386691554,61,0.14254152821062321,0.017389424552026137,1.969527262885258,7.565965239962873e-05,train,3907
87,0.16776289913498355,0.9988426511071246,42,0.16987109542985457,0.9857912693415857,1.9558165046103004,7.00111075119505e-05,train,2124
88,0.088777692035462,0.010439055911128406,94,0.09157418600121986,0.036727210176306646,1.777591143442265,6.115626631558666e-05,train,3577
89,0.14472332135609953,0.9446617167899322,130,0.13265830208765017,0.6838935409492072,1.6330133628208048,5.682983813556725e-05,test,3712
90,0.19650190672035905,0.6151333627248814,8,0.14526247815059398,0.020508803358102866,1.8956429051804926,7.319382476588077e-05,train,3398
91,0.1931342181722298,0.749933248211177,50,0.19302617697234276,0.7822791721718071,1.8416105672323289,6.960650631897414e-05,train,5495
92,0.13734704270700046,0.8790402183134378,22,0.09235457793417426,0.01732376903535717,1.7914178696506324,6.192890758362634e-05,train,2402
93,0.12234191037531113,0.9039122260683617,111,0.11803151093760447,0.8593303666568922,1.7362560622276806,5.847330228084011e-05,test,2901
94,0.09157418600121986,0.036727210176306646,88,0.088777692035462,0.010439055911128406,1.777591143442265,6.115626631558666e-05,test,4290
95,0.13662192508762128,0.9849494657920949,4,0.08940942100276,0.06399092250153003,1.7624010890956014,6.03327549206268e-05,train,3163
96,0.07138759312898063,0.01228693249360874,107,0.11220161890094464,0.9808183023142609,1.6612932047340205,5.490468915543943e-05,train,4252
97,0.11614168120099623,0.024855141533887282,43,0.1646422262645824,0.7584169538715138,1.743059200705869,6.334000624025682e-05,train,4024
98,0.09688140045166659,0.021653768133426454,135,0.10461483803550146,0.14553758845582312,1.471060122540989,5.143904130810951e-05,train,4323
99,0.07822221370980222,0.011194305955192966,117,0.07975526621030833,0.08548105499734567,1.5886616192570406,5.320324616203628e-05,val,1431
100,0.08189173699332315,0.020706026100210287,113,0.08310495925135948,0.014942736381031827,1.6262214028396078,5.5039483012364805e-05,test,4891
101,0.11544531213236767,0.6097308674292365,53,0.08590749133543538,0.0431700052759949,1.7074258476969972,5.8172564543835716e-05,val,4142
102,0.14627555821648272,0.2865791101414816,41,0.1291706423139488,0.06936066756244438,1.6916392276814394,6.289378916426499e-05,val,3216
103,0.1289017528796782,0.4052611165918742,6,0.1079127071719528,0.030907429175694726,1.6882646627924491,6.0200479142229114e-05,train,4796
104,0.16098134715275525,0.8030056157915935,42,0.16987109542985457,0.9857912693415857,1.6867673838964192,6.059454877760061e-05,train,1874
105,0.13990971470309002,0.010769923278683896,29,0.19179515883699716,0.6461131196033661,1.6711621542439241,6.38896547420212e-05,train,668
106,0.1986895200866678,0.889041241844021,50,0.19302617697234276,0.7822791721718071,1.661409032003756,6.258014442748794e-05,train,4168
107,0.11220161890094464,0.9808183023142609,96,0.07138759312898063,0.01228693249360874,1.6612932047340205,5.490468915543943e-05,train,4093
108,0.11003598640779329,0.040521559914352,60,0.1103618990046997,0.017845162825883998,1.6568568090984934,5.9461399535772886e-05,train,2682
109,0.09652976701421821,0.954757696789271,27,0.06851261250143342,0.16070316666936804,1.6368976070846788,5.3025040759191223e-05,train,4861
110,0.14255057558221382,0.3719038415254588,13,0.11977096980039095,0.05554757870558904,1.6326934946585019,5.96651999710089e-05,train,5887
111,0.11803151093760447,0.8593303666568922,40,0.07994874192266524,0.014029992349982699,1.629357671831452,5.481444092137127e-05,train,941
112,0.14770548463750968,0.8769938366737888,11,0.14409994968715176,0.851879989104603,1.6166641091521938,5.661725588507479e-05,train,1388
113,0.08310495925135948,0.014942736381031827,24,0.12249007580062865,0.8525129118025891,1.6113022180735852,5.459235028488661e-05,train,4686
114,0.19639050386973533,0.5163393246883292,17,0.16229741039532386,0.12155895604632504,1.6042025221729816,6.288315840631111e-05,val,544
115,0.13008736406785615,0.9700592823359213,24,0.12249007580062865,0.8525129118025891,1.60079645340396,5.429292002858663e-05,train,2676
116,0.1974556599957214,0.4925580421653694,69,0.15971885253061524,0.05921071419343687,1.593696579504568,6.277194706724738e-05,val,3007
117,0.07975526621030833,0.08548105499734567,54,0.07637145637450306,0.03586793494385622,1.5877939990124437,5.3007071021433535e-05,val,2140
118,0.06997049194601442,0.024674196649050992,7,0.06815221522300274,0.011525895953342656,1.5805520754153763,5.189037201160426e-05,train,779
119,0.1443682404501329,0.3091829289333753,21,0.12321098213162529,0.02231554958187246,1.5786992461218472,5.8334754362208856e-05,train,5715
120,0.10014961186027854,0.9741391871117342,132,0.06505712776355455,0.014718322745918954,1.5086608664703742,4.9061490106108804e-05,train,5075
121,0.07933235179000536,0.9771300119380913,0,0.05,0.01,1.5742084887953303,4.9503734565168366e-05,val,5142
122,0.10541829393986205,0.9326517941887708,7,0.06815221522300274,0.011525895953342656,1.5669373867572662,5.1407089627813476e-05,val,3181
123,0.11752752654801164,0.9669123653168771,54,0.07637145637450306,0.03586793494385622,1.5587506365203554,5.1980560101728046e-05,train,4057
124,0.18891613029837473,0.8772592900621583,62,0.19230814307453076,0.9585571347512887,1.5431168115818088,5.725081594115904e-05,train,4747
125,0.058629929455756916,0.0320411630302451,14,0.08717912993323534,0.8363945054469589,1.5418797035903442,4.942100570175217e-05,train,5035
126,0.1672618726329655,0.8305416029234257,43,0.1646422262645824,0.7584169538715138,1.5376582606154783,5.576997905653838e-05,val,3742
127,0.07641008581512279,0.9792003631938615,52,0.06788818098017216,0.7354747583351078,1.5299780730085983,4.787658260871256e-05,train,128
128,0.055619618112921654,0.01689951797810377,45,0.056941913532298744,0.018880852673330843,1.5093390105779225,4.8098903995848534e-05,train,4727
129,0.06809550770314718,0.0482123530347623,7,0.06815221522300274,0.011525895953342656,1.5062322535637365,4.929919706970372e-05,train,794
130,0.13265830208765017,0.6838935409492072,46,0.09608648085263344,0.040560007272440565,1.5042046144904448,5.2377282812489746e-05,train,4003
131,0.1784137801879243,0.6781696370038233,3,0.2,1.0,1.503774373058684,5.6129304700420925e-05,train,17
132,0.06505712776355455,0.014718322745918954,44,0.09420928304872295,0.7535942156500378,1.4955844258971938,4.871756716385127e-05,train,1712
133,0.0604897389880807,0.03285421122310453,14,0.08717912993323534,0.8363945054469589,1.48447858881819,4.7683153916332056e-05,train,1060
134,0.1900399087533159,0.6504735938284304,77,0.19771902571837308,0.7703284817393601,1.4770384830305827,5.624047349110292e-05,train,1837
135,0.10461483803550146,0.14553758845582312,98,0.09688140045166659,0.021653768133426454,1.471060122540989,5.143904130810951e-05,train,633
136,0.06751844709937296,0.9203173010006898,48,0.05241822049321442,0.392465141888883,1.4705812874054645,4.549088822203692e-05,train,1324
137,0.10307056747140261,0.2046212421850329,46,0.09608648085263344,0.040560007272440565,1.465758348132234,5.091971390848698e-05,train,288
138,0.11257489133228997,0.01869535304486084,20,0.15508645206564814,0.6761476984750956,1.4634817599233063,5.284168150954171e-05,val,375
139,0.05368652871497661,0.01992863763755749,57,0.05325778919411804,0.04905083862794286,1.4393344170810647,4.551572554383119e-05,train,3864
140,0.07517634227750235,0.03751901120838736,54,0.07637145637450306,0.03586793494385622,1.4213930817276164,4.73100858000946e-05,train,4894
141,0.15993636323364235,0.5709248757992511,65,0.18923526689726244,0.9680403589030794,1.4141410660330878,5.207243342274782e-05,train,5688
142,0.19602827971207093,0.5795795218243102,31,0.18594622651330217,0.4470963248797578,1.4119327983903467,5.486427476003082e-05,train,5068
143,0.19353108701654637,0.510799350521576,31,0.18594622651330217,0.4470963248797578,1.4116675831418706,5.500383240060575e-05,train,503
144,0.10171018019447976,0.037783535609006956,47,0.09996935370863894,0.029331284976047353,1.4076941151049076,4.9507422646659904e-05,val,3868
145,0.0531003610974843,0.8725817783603829,26,0.050418385504065785,0.6669609130005246,1.4060073457627666,4.267223884512421e-05,train,16
146,0.15622287110380562,0.33103699970485767,85,0.13387883557237473,0.012144029094102273,1.404031156006627,5.294289825717469e-05,train,3368
