state_index,a1,gamma,nearest_state,nearest_a1,nearest_gamma,snr_sep_rms,rms_g_difference,split,candidate_index
41,0.1291706423139488,0.06936066756244438,62,0.19230814307453076,0.9585571347512887,2.4557280390029215,9.106165146326472e-05,train,5248
42,0.16987109542985457,0.9857912693415857,60,0.1103618990046997,0.017845162825883998,2.4762686715847324,8.891408809021954e-05,test,5531
43,0.1646422262645824,0.7584169538715138,75,0.1136018327071109,0.012111058384762426,2.161770905671404,7.840744403779675e-05,train,5848
44,0.09420928304872295,0.7535942156500378,7,0.06815221522300274,0.011525895953342656,2.8823661375328715,9.423960210192755e-05,train,2244
45,0.056941913532298744,0.018880852673330843,14,0.08717912993323534,0.8363945054469589,2.874902620897253,9.200622426018503e-05,train,4479
46,0.09608648085263344,0.040560007272440565,22,0.09235457793417426,0.01732376903535717,2.8717294145223935,9.961818110016903e-05,test,5544
47,0.09996935370863894,0.029331284976047353,81,0.14573958904821332,0.7893668824835292,2.121019557093445,7.460712336548678e-05,train,5508
48,0.05241822049321442,0.392465141888883,10,0.0633501896860442,0.9623849036245169,2.8433544200987058,8.7595055762233e-05,train,548
49,0.10479264248301567,0.8569580971199765,7,0.06815221522300274,0.011525895953342656,2.838272326641546,9.328087740076871e-05,test,2203
50,0.19302617697234276,0.7822791721718071,30,0.13268916617292625,0.032606314666814025,2.834245662577198,0.00010668991599055899,train,5666
51,0.05212750443075262,0.9261603754980834,1,0.05,1.0,2.8309820485351955,8.527803960073387e-05,val,367
52,0.06788818098017216,0.7354747583351078,0,0.05,0.01,2.8241633714270717,8.847194466164497e-05,train,1405
53,0.08590749133543538,0.0431700052759949,4,0.08940942100276,0.06399092250153003,2.821592609769112,9.626269585642083e-05,train,4895
54,0.07637145637450306,0.03586793494385622,84,0.11397832078930402,0.9381479165350242,2.009446323707105,6.689359649272712e-05,train,5455
55,0.06159466753610837,0.02714097621617481,14,0.08717912993323534,0.8363945054469589,2.752715498628744,8.855229692261855e-05,train,468
56,0.054970881570592114,0.7359821991547137,26,0.050418385504065785,0.6669609130005246,2.7023301786526863,8.23494802303758e-05,train,1567
57,0.05325778919411804,0.04905083862794286,0,0.05,0.01,2.6975298924673003,8.495386806604487e-05,val,3363
58,0.12897726817026176,0.016795210516399636,63,0.19447015485925023,0.865285700538599,2.5867389696294962,9.679349149200391e-05,train,1215
59,0.13988488351830408,0.03494236680381632,77,0.19771902571837308,0.7703284817393601,2.14437509113,8.160250591431892e-05,train,4653
60,0.1103618990046997,0.017845162825883998,42,0.16987109542985457,0.9857912693415857,2.4762686715847324,8.891408809021954e-05,test,1264
61,0.14254152821062321,0.017389424552026137,8,0.14526247815059398,0.020508803358102866,2.463584804929062,9.477974580267821e-05,train,451
62,0.19230814307453076,0.9585571347512887,41,0.1291706423139488,0.06936066756244438,2.4557280390029215,9.106165146326472e-05,train,260
63,0.19447015485925023,0.865285700538599,30,0.13268916617292625,0.032606314666814025,2.402691122756385,9.014900126200204e-05,train,1726
64,0.1202948481781734,0.011970872194105538,37,0.18634664455885025,0.9776175130353164,2.3325313305170337,8.562076937475261e-05,test,5627
65,0.18923526689726244,0.9680403589030794,21,0.12321098213162529,0.02231554958187246,2.327738805609113,8.584602110192602e-05,train,4987
66,0.15134695171259638,0.014559433384117467,31,0.18594622651330217,0.4470963248797578,2.3171279674034033,9.033079226813769e-05,train,4137
67,0.14692737589464652,0.010983035587402325,8,0.14526247815059398,0.020508803358102866,2.3166839484809794,8.955252740669235e-05,val,2212
68,0.1625257868377677,0.042467619591630416,32,0.1993501576664894,0.4708600146560491,2.3090434948561995,9.157653638915569e-05,train,2748
69,0.15971885253061524,0.05921071419343687,32,0.1993501576664894,0.4708600146560491,2.2607975047335556,8.93136065023142e-05,val,3118
70,0.1800168448433363,0.027027944790230327,9,0.18207180334019896,0.02329899468142813,2.1943397011514736,9.047885219681898e-05,train,4446
71,0.19793196193842671,0.013867707121111452,2,0.2,0.01,2.1855458512445023,9.327869638409915e-05,val,5295
72,0.19807870933877036,0.163378173484396,9,0.18207180334019896,0.02329899468142813,2.1848701794117122,9.048107947826181e-05,val,3451
73,0.1746732546107934,0.018932285245407986,34,0.19518327699775234,0.21057426165881382,2.1844285573728746,8.93040690758292e-05,train,3315
74,0.1656596464675465,0.02211873615304392,5,0.16603270740862186,0.05445825471644811,2.177797469948426,8.712922265705344e-05,test,1989
75,0.1136018327071109,0.012111058384762426,43,0.1646422262645824,0.7584169538715138,2.161770905671404,7.840744403779675e-05,test,2816
76,0.18857775531258913,0.01622171963764681,18,0.19077829290152554,0.014380574148729633,2.151207168815762,9.024834874657918e-05,train,2125
77,0.19771902571837308,0.7703284817393601,59,0.13988488351830408,0.03494236680381632,2.14437509113,8.160250591431892e-05,train,793
78,0.10428285160544012,0.02189265201412665,38,0.1628626409854423,0.982906649091139,2.1356466271321155,7.582219804884557e-05,train,5956
79,0.17226786005912484,0.046242858973346096,33,0.17876019545904975,0.14476574995669975,2.1290144258123602,8.591129274844712e-05,train,2574
80,0.19382957048723548,0.021708162549252674,18,0.19077829290152554,0.014380574148729633,2.118265388393367,8.924453576068763e-05,train,3812
81,0.14573958904821332,0.7893668824835292,23,0.10179041877088224,0.012762115373589667,2.1181260923438217,7.471684836163086e-05,train,5979
82,0.1580420583763331,0.951045605336538,38,0.1628626409854423,0.982906649091139,2.084936192916979,7.393203854294447e-05,train,5440
83,0.18091923933588355,0.9502730451399958,13,0.11977096980039095,0.05554757870558904,2.0809787771105825,7.595687709283472e-05,train,2389
84,0.11397832078930402,0.9381479165350242,25,0.07846148764935199,0.15635893622718539,2.005409069159906,6.656599980232266e-05,val,1041
