state_id,selected_index,candidate_state_index,split,a1,a2,a3,m,gamma
3P_S00042603,22,42603,train,0.1999375590889737,0.025,0.0,0.9567723793966175,0.8780403151622346
3P_S00016559,23,16559,train,0.16801219353992494,0.025,0.0,0.9778502741276834,0.17164313169114565
3P_S00013824,24,13824,train,0.19982185890837395,0.025,0.0,0.6728065874385472,0.011583284307071088
3P_S00045334,25,45334,test,0.13708248845470705,0.025,0.0,0.9698129652546386,0.2909730585966305
3P_S00014878,26,14878,train,0.1698741106925037,0.025,0.0,0.8390109548414463,0.6807673297195123
3P_S00010994,27,10994,train,0.1997945950308444,0.025,0.0,0.942977654176026,0.012843697236682553
3P_S00004778,28,4778,train,0.051642575879790945,0.025,0.0,0.9320186266011672,0.8218052803667714
3P_S00046350,29,46350,train,0.19846739324461554,0.025,0.0,1.0936402296936247,0.34660322455958065
3P_S00003417,30,3417,test,0.15811661529749732,0.025,0.0,1.1951409861141187,0.07795460308979767
3P_S00043910,31,43910,train,0.14399419349783724,0.025,0.0,1.092333264085711,0.4109164553031885
3P_S00015920,32,15920,val,0.1978200762167152,0.025,0.0,0.8930246057727271,0.2786347786185937
3P_S00019249,33,19249,train,0.189910217402059,0.025,0.0,0.6725895163778594,0.36058499230968466
3P_S00000142,34,142,train,0.16954984758936062,0.025,0.0,1.1565214696970783,0.18757978711252649
3P_S00021228,35,21228,val,0.15344936525997555,0.025,0.0,0.911129569879035,0.40539694480960203
3P_S00033156,36,33156,test,0.18188354315152938,0.025,0.0,0.7260389735223437,0.593120151705723
3P_S00035955,37,35955,train,0.18831532725543165,0.025,0.0,1.085097595746584,0.7309763897142366
3P_S00033812,38,33812,train,0.08180408497934522,0.025,0.0,0.403183501412511,0.028949867678183742
3P_S00034833,39,34833,train,0.1669135939929417,0.025,0.0,1.0865546257947953,0.3404574608826055
3P_S00018058,40,18058,val,0.1445681580236809,0.025,0.0,1.1991336356457323,0.30687470536685724
3P_S00037062,41,37062,train,0.17577444569918466,0.025,0.0,0.904636141144155,0.3137638451933958
3P_S00043275,42,43275,train,0.15364628226244503,0.025,0.0,1.0256137048162004,0.23209856824750555
3P_S00009344,43,9344,train,0.1944144477957419,0.025,0.0,0.6654579925062303,0.867302766727253
3P_S00015621,44,15621,train,0.11474192228709627,0.025,0.0,1.187931101421043,0.13255379078965382
3P_S00033651,45,33651,test,0.10296318023917639,0.025,0.0,1.0168313021845432,0.37473700666719706
3P_S00010189,46,10189,train,0.19828273430753451,0.025,0.0,1.0403650866348246,0.03599221005953407
3P_S00015564,47,15564,train,0.1418460464354269,0.025,0.0,0.8207687038343587,0.28816623454638574
3P_S00031736,48,31736,train,0.12857863467503644,0.025,0.0,0.5881991391789778,0.653474359985585
3P_S00041091,49,41091,val,0.18652249239501206,0.025,0.0,0.9543126149646884,0.5528638897815829
3P_S00035973,50,35973,val,0.1520962250172007,0.025,0.0,0.7096442984841421,0.34972412279292925
3P_S00021854,51,21854,train,0.198392340295043,0.025,0.0,0.4177049123673354,0.6957601277803352
3P_S00021875,52,21875,val,0.16696475967296992,0.025,0.0,0.746980707537128,0.4546115307094665
3P_S00046072,53,46072,train,0.16661202047007873,0.025,0.0,0.40364963435792006,0.0344015017431933
3P_S00024106,54,24106,test,0.11379594274668348,0.025,0.0,1.1904311381528814,0.3494214538341665
3P_S00027376,55,27376,train,0.16335666105883778,0.025,0.0,1.1097818398789094,0.955357504531349
3P_S00034815,56,34815,val,0.1581627767459688,0.025,0.0,0.930370767624357,0.24930877009436966
3P_S00014510,57,14510,train,0.17866869380631628,0.025,0.0,0.6108313500012585,0.7398622664570422
3P_S00046510,58,46510,train,0.19845652881722353,0.025,0.0,0.8326414601859543,0.5077408562671177
3P_S00017759,59,17759,train,0.1297583748284037,0.025,0.0,1.0680959562283368,0.2750199372866889
3P_S00043230,60,43230,train,0.08471792390057381,0.025,0.0,1.0647872346311962,0.9725144948131244
3P_S00003777,61,3777,train,0.17890264273488204,0.025,0.0,0.836831587399076,0.4253060624438489
3P_S00008941,62,8941,train,0.14457576947570208,0.025,0.0,0.795234422995217,0.5145490240072802
3P_S00022854,63,22854,test,0.12436177950614466,0.025,0.0,0.9292047685641086,0.6853115473036879
3P_S00040513,64,40513,train,0.15540677655080726,0.025,0.0,1.198201030991087,0.20464233409926788
3P_S00017622,65,17622,val,0.1570495753380497,0.025,0.0,1.0075809526123112,0.36829682430753996
3P_S00000593,66,593,train,0.19633232892863828,0.025,0.0,0.4835360568117426,0.023119853547507275
3P_S00011710,67,11710,train,0.18104791560765238,0.025,0.0,1.1878235042928136,0.7153762603874321
3P_S00029879,68,29879,train,0.15571272963147587,0.025,0.0,0.5246120576552522,0.6764513285029337
3P_S00008470,69,8470,train,0.18552589186914703,0.025,0.0,0.48392593803082806,0.7163055092789108
3P_S00032341,70,32341,train,0.18534339206561207,0.025,0.0,0.9938802275989247,0.9130503047952123
3P_S00012764,71,12764,train,0.18274687882161966,0.025,0.0,1.0397088672669001,0.2462730926910305
3P_S00043077,72,43077,test,0.17239864250154918,0.025,0.0,0.6380441287557156,0.36966635064793996
3P_S00012588,73,12588,train,0.17945942884556915,0.025,0.0,1.0373014374018907,0.4364310972916281
3P_S00031427,74,31427,val,0.19871517756189438,0.025,0.0,0.6379864278216048,0.030452162805503342
3P_S00007469,75,7469,val,0.1721245634132991,0.025,0.0,0.6878145808993873,0.8018586946331719
3P_S00019467,76,19467,train,0.05305344547184733,0.025,0.0,0.5122111576896777,0.8697224122231233
3P_S00047140,77,47140,train,0.18653899999404155,0.025,0.0,0.77450837161214,0.21387418094063698
3P_S00033699,78,33699,train,0.191012397194819,0.025,0.0,0.6520924938344052,0.5572471061814105
3P_S00022007,79,22007,train,0.186206166323656,0.025,0.0,1.192885026707037,0.38094880692303185
3P_S00007994,80,7994,train,0.14256966398936421,0.025,0.0,1.1723307843742252,0.8949296829127854
3P_S00007042,81,7042,test,0.12941878236158513,0.025,0.0,1.1988684457182308,0.16396043718889822
3P_S00006777,82,6777,train,0.14880022179147026,0.025,0.0,0.9442743705652809,0.8007286564011435
3P_S00016398,83,16398,val,0.1593135760363574,0.025,0.0,1.161729689164905,0.13356518227685144
3P_S00019526,84,19526,train,0.1239590824494465,0.025,0.0,0.8729841469333562,0.38786625051674534
3P_S00022301,85,22301,train,0.18766574038168687,0.025,0.0,0.7799267475167097,0.43895205922452357
3P_S00035552,86,35552,train,0.15960534402441817,0.025,0.0,0.8649674272685024,0.25071929288458755
3P_S00038924,87,38924,train,0.17067932898437818,0.025,0.0,1.0282334939370261,0.740636660660288
3P_S00004848,88,4848,train,0.173427061866662,0.025,0.0,0.8361681246539026,0.3171904373765157
3P_S00044293,89,44293,train,0.15269562004918796,0.025,0.0,0.7423102328099797,0.7045501605140002
3P_S00043126,90,43126,train,0.17943323590565746,0.025,0.0,1.0689355673209495,0.1180609191303955
3P_S00035372,91,35372,test,0.15090699376344074,0.025,0.0,1.1561924498819685,0.5412832141205991
3P_S00032551,92,32551,val,0.16880825335551577,0.025,0.0,0.5598847391063269,0.534601367038587
3P_S00044136,93,44136,train,0.17559491013490286,0.025,0.0,1.1397635248922122,0.34920105354631953
3P_S00013471,94,13471,train,0.1319468935008738,0.025,0.0,1.1457062939413705,0.25737248767685195
3P_S00046956,95,46956,train,0.050715800584215515,0.025,0.0,0.4917793766338593,0.26293431293580816
3P_S00014037,96,14037,train,0.19846545605510174,0.025,0.0,0.7231458283706007,0.48440783214156663
3P_S00035536,97,35536,train,0.1939842252317352,0.025,0.0,1.1596017739840863,0.18974138912673538
3P_S00047721,98,47721,train,0.06104406750819227,0.025,0.0,1.0492182960747218,0.6967966477370006
3P_S00033001,99,33001,train,0.19838477530208992,0.025,0.0,0.5426612978611263,0.38367055890969737
3P_S00019948,100,19948,train,0.17004485716463785,0.025,0.0,0.5295971523854831,0.8475020945114485
3P_S00044953,101,44953,val,0.17427848043564453,0.025,0.0,0.6339826986228538,0.5339222455269726
3P_S00014461,102,14461,train,0.17982404554857856,0.025,0.0,0.93956849493294,0.1951745602917476
3P_S00027299,103,27299,test,0.19466639103211986,0.025,0.0,0.9628230018656599,0.36186045217631013
3P_S00029889,104,29889,val,0.17968667598663018,0.025,0.0,0.9562778133779368,0.3839309570092433
3P_S00021558,105,21558,test,0.15228132294752728,0.025,0.0,0.8543364418497592,0.7398028633645634
3P_S00000912,106,912,train,0.19658628417956558,0.025,0.0,1.1864736046245927,0.029651750784137145
3P_S00018006,107,18006,train,0.19450972463601274,0.025,0.0,1.16088741777924,0.6139385735543591
3P_S00023223,108,23223,train,0.1440270549436702,0.025,0.0,1.0506346786456855,0.8278463282356238
3P_S00033897,109,33897,train,0.15455690848775452,0.025,0.0,0.6474224393275878,0.4424991948703997
3P_S00026506,110,26506,test,0.12864165387486026,0.025,0.0,0.7360792449277462,0.7478925806464435
3P_S00043769,111,43769,train,0.09232318280069415,0.025,0.0,1.1994271003025299,0.7552931056133362
3P_S00011959,112,11959,val,0.1732002252201229,0.025,0.0,0.7129955128732295,0.26481162087987775
3P_S00034472,113,34472,train,0.1811872793995865,0.025,0.0,1.1149135855124084,0.23516909929079685
3P_S00021715,114,21715,test,0.13639348344059438,0.025,0.0,1.0131506579994558,0.43462750430061986
3P_S00035888,115,35888,train,0.19602597323350957,0.025,0.0,1.0119495241019287,0.7515537682312214
3P_S00021279,116,21279,train,0.19917693383251828,0.025,0.0,1.0635990169905893,0.010484620742123222
3P_S00006696,117,6696,test,0.19417249104878598,0.025,0.0,1.044141502533539,0.4541668135274954
3P_S00030470,118,30470,train,0.14474375389884347,0.025,0.0,0.6089882695388329,0.6789903464859723
3P_S00009965,119,9965,val,0.1784585803594373,0.025,0.0,1.0938606262187112,0.7353558736413607
3P_S00032969,120,32969,train,0.17355666859046698,0.025,0.0,0.40008612093393037,0.011115156073839096
3P_S00000063,121,63,train,0.12713699098617853,0.025,0.0,1.15480645708641,0.449234964537082
3P_S00015720,122,15720,val,0.19075369337429432,0.025,0.0,1.0466102076844868,0.7121230917099654
3P_S00008512,123,8512,test,0.11240984693833714,0.025,0.0,1.0981324236467875,0.26165738500584546
3P_S00007239,124,7239,test,0.16098685785974454,0.025,0.0,0.9718563765246457,0.769458509881718
3P_S00028010,125,28010,train,0.19884314870566017,0.025,0.0,0.5277300369819494,0.011186985854719932
3P_S00044735,126,44735,train,0.16206873228473237,0.025,0.0,0.9813539351919143,0.5253102446352618
3P_S00033272,127,33272,val,0.1813419399112306,0.025,0.0,0.7759907419898878,0.319051962777831
3P_S00011942,128,11942,train,0.19658020480230326,0.025,0.0,0.5340709271432668,0.6727564449472638
3P_S00023420,129,23420,train,0.1968653404990131,0.025,0.0,0.933223194102982,0.025010648389140334
3P_S00001745,130,1745,train,0.10797886041305257,0.025,0.0,1.069410450071731,0.6885280637362603
3P_S00022584,131,22584,train,0.14633032202437146,0.025,0.0,0.41297026719133534,0.05309509703247266
3P_S00046417,132,46417,train,0.052140588271293725,0.025,0.0,0.8036307025047857,0.9803115942267759
3P_S00027883,133,27883,train,0.18100480825396997,0.025,0.0,1.193341549905478,0.07476678081797014
3P_S00035012,134,35012,train,0.17955221949822192,0.025,0.0,0.5632124829554317,0.3810137826262838
3P_S00030749,135,30749,train,0.19976070366182758,0.025,0.0,0.8294848480420279,0.010106255195532503
3P_S00006253,136,6253,test,0.18114611651589707,0.025,0.0,0.548963168432347,0.5774980112342321
3P_S00006560,137,6560,train,0.19416817639144124,0.025,0.0,1.1356188164981038,0.8200386948108529
3P_S00031485,138,31485,train,0.05402369714845912,0.025,0.0,0.6098044053430949,0.6212556822406966
3P_S00028657,139,28657,train,0.19733702616271542,0.025,0.0,0.9991619005297303,0.16227063707257655
3P_S00046406,140,46406,train,0.16937417499556578,0.025,0.0,1.1980862090524855,0.1157970809729254
3P_S00032240,141,32240,train,0.1678222230045093,0.025,0.0,1.191294888409332,0.9175161111386417
3P_S00040018,142,40018,train,0.1852414553272655,0.025,0.0,0.8479654443355317,0.2448088284329463
3P_S00003855,143,3855,train,0.19790535928946323,0.025,0.0,0.6018922054274309,0.053051254575396146
3P_S00041154,144,41154,train,0.16767837382016884,0.025,0.0,0.4774292657367103,0.7390274386735639
3P_S00046353,145,46353,train,0.18920695105453306,0.025,0.0,0.46956287794868473,0.45136868846724915
3P_S00040070,146,40070,train,0.1951567021984284,0.025,0.0,0.9083535823022558,0.04974365552511166
3P_S00027088,147,27088,train,0.18370287278604197,0.025,0.0,0.4027020516827182,0.6323946278671958
3P_S00014411,148,14411,test,0.11759769451215467,0.025,0.0,0.9523162889807714,0.43329273104545524
3P_S00044221,149,44221,train,0.1099618190234271,0.025,0.0,0.7692544635367622,0.6612739235706881
3P_S00030729,150,30729,train,0.17903692452394826,0.025,0.0,1.1476479505573651,0.8812016598314129
3P_S00032866,151,32866,val,0.18428774487311161,0.025,0.0,1.1636496431311278,0.13191211558568336
3P_S00010355,152,10355,train,0.15962925905678393,0.025,0.0,0.6327626614865876,0.33653380711984315
3P_S00016801,153,16801,train,0.19231439036698267,0.025,0.0,1.1819006337654252,0.48450006645071353
3P_S00003891,154,3891,train,0.10295473962559065,0.025,0.0,0.4018510095465764,0.022806233070623214
3P_S00015110,155,15110,train,0.05390003547752497,0.025,0.0,0.5292291768169787,0.45331529965332773
3P_S00016277,156,16277,train,0.13444677247973008,0.025,0.0,0.663269978286704,0.624443107994807
3P_S00011008,157,11008,train,0.13208022838942807,0.025,0.0,0.40107052119701253,0.016908252767804104
3P_S00038647,158,38647,train,0.16966883669866084,0.025,0.0,0.6029957453029752,0.4183813819320305
3P_S00037358,159,37358,train,0.15475697515178113,0.025,0.0,0.4021101251248523,0.01951022866655023
3P_S00044667,160,44667,test,0.1165830872854447,0.025,0.0,1.1917070174338338,0.1985820630161721
3P_S00000001,161,1,train,0.05,0.025,0.0,0.4,1.0
3P_S00010799,162,10799,test,0.19977060406725777,0.025,0.0,0.5959392232998894,0.49140646519227243
3P_S00030903,163,30903,train,0.11928619400705283,0.025,0.0,0.8426689752978643,0.6505306139609055
3P_S00000969,164,969,test,0.19028938094559433,0.025,0.0,0.40115421129492,0.04460479328013167
3P_S00004152,165,4152,train,0.19942564360255866,0.025,0.0,1.131695248406266,0.04893395889702624
3P_S00031295,166,31295,test,0.13315972839289725,0.025,0.0,0.7290676136746517,0.38637660487334513
3P_S00030755,167,30755,val,0.1276863507003555,0.025,0.0,1.0854331891768327,0.7669750471017137
3P_S00016428,168,16428,train,0.1924462469400594,0.025,0.0,0.9018305003963065,0.14599874583185077
3P_S00045203,169,45203,train,0.19692088865487228,0.025,0.0,0.722125291321398,0.2822876565001552
3P_S00009961,170,9961,train,0.15724914699898113,0.025,0.0,0.6424946275710616,0.6741204499477881
3P_S00011953,171,11953,train,0.19652286195587187,0.025,0.0,0.4759384883250287,0.5908765401746796
3P_S00020956,172,20956,train,0.18260042334757842,0.025,0.0,1.1907187783923148,0.28946328489868967
3P_S00032503,173,32503,train,0.19944717062144462,0.025,0.0,1.0582093633169793,0.23041832352522557
3P_S00045918,174,45918,train,0.17463054088481691,0.025,0.0,1.0927787573443077,0.953995216632607
3P_S00025352,175,25352,train,0.06085277698912503,0.025,0.0,1.128196636681286,0.879075048488197
3P_S00013155,176,13155,train,0.1599057139218089,0.025,0.0,1.1519365079159691,0.7779420032222568
3P_S00008917,177,8917,train,0.09732381809133998,0.025,0.0,1.174231070110408,0.36739323429323145
3P_S00036220,178,36220,train,0.15504314556969329,0.025,0.0,0.5604355569443494,0.792212548927547
3P_S00016628,179,16628,train,0.10708567582230877,0.025,0.0,0.40003437819508364,0.04145906730988663
3P_S00035956,180,35956,train,0.19818572145545926,0.025,0.0,1.1968246859806944,0.36458649224729495
3P_S00022681,181,22681,train,0.1509371618667598,0.025,0.0,1.1120993613294186,0.8819147241961797
3P_S00043296,182,43296,val,0.19059085397055037,0.025,0.0,0.905617489861753,0.22231971915794588
3P_S00035753,183,35753,train,0.18411234100398732,0.025,0.0,1.1799179614867605,0.9053421293640992
3P_S00000868,184,868,train,0.19902127531609753,0.025,0.0,0.8185695919407818,0.24935110519769907
3P_S00011554,185,11554,train,0.19664544151451308,0.025,0.0,0.7168006953876852,0.04696149163128893
3P_S00007103,186,7103,train,0.16494928864845954,0.025,0.0,0.41051261412691203,0.06148412176077447
3P_S00008586,187,8586,train,0.18207136819573988,0.025,0.0,1.0940133652116293,0.162317618996342
3P_S00006131,188,6131,train,0.19926077054486196,0.025,0.0,1.1745837779654282,0.6965283054164195
3P_S00010957,189,10957,train,0.07792014691879151,0.025,0.0,1.1499279337756976,0.8303298066976267
3P_S00039511,190,39511,train,0.1841301627712041,0.025,0.0,0.6472219219870736,0.2770096511088283
3P_S00034826,191,34826,train,0.19797395638506643,0.025,0.0,1.0842054432583907,0.13535847943735543
3P_S00029777,192,29777,train,0.1289627981469002,0.025,0.0,1.15500547817522,0.7363595172585106
3P_S00012184,193,12184,val,0.13384322611058716,0.025,0.0,1.0114158728230382,0.7579946977732601
3P_S00012443,194,12443,train,0.05801995358571898,0.025,0.0,0.43719269124209614,0.6917564302119283
3P_S00028477,195,28477,train,0.07784729901987819,0.025,0.0,1.1973240261039284,0.3029772757142893
3P_S00012643,196,12643,train,0.13694756795161392,0.025,0.0,0.5944217100752617,0.7372716625066507
3P_S00016312,197,16312,train,0.19250762591755527,0.025,0.0,0.43053969246296275,0.557865521408974
3P_S00033982,198,33982,train,0.06635872955977867,0.025,0.0,1.0701823753603463,0.9663833411970015
3P_S00034337,199,34337,train,0.14876263150960037,0.025,0.0,0.5110191564740934,0.6026174018774602
3P_S00012596,200,12596,test,0.19928589369565092,0.025,0.0,0.9501702283232755,0.26603879632954924
3P_S00001029,201,1029,train,0.19660474028985592,0.025,0.0,0.7573226918117884,0.0734383413233896
3P_S00032957,202,32957,train,0.19103818053185218,0.025,0.0,1.120465672081692,0.10467790642440958
3P_S00008243,203,8243,train,0.127912158931128,0.025,0.0,0.413534247118835,0.051984884025192774
3P_S00015753,204,15753,train,0.19986802480721244,0.025,0.0,0.6328640211901455,0.2904322109816009
3P_S00046571,205,46571,val,0.1960205750419185,0.025,0.0,1.0506111458729075,0.05921722701862454
3P_S00003476,206,3476,train,0.19098244432847622,0.025,0.0,0.76243356798427,0.28657362832221905
3P_S00028663,207,28663,train,0.09391930113531205,0.025,0.0,1.1340291670131077,0.9883063528160507
3P_S00002852,208,2852,test,0.19933595271223303,0.025,0.0,0.48018784223864575,0.035112670879518235
3P_S00012355,209,12355,train,0.1053252232283361,0.025,0.0,1.159493203385047,0.7745131915025044
3P_S00023890,210,23890,test,0.05179213366111288,0.025,0.0,0.44835266525830214,0.17570074168574137
3P_S00033316,211,33316,train,0.19394233433037517,0.025,0.0,1.1798818108851088,0.3038169566597463
3P_S00029219,212,29219,train,0.11771801250099075,0.025,0.0,1.062012655521384,0.9954325816974893
3P_S00031126,213,31126,val,0.19987808441073668,0.025,0.0,0.4544834860596898,0.013954568380581907
3P_S00047426,214,47426,train,0.05440001248718446,0.025,0.0,0.42266154597633593,0.3228080578634885
3P_S00033752,215,33752,train,0.11781126160420038,0.025,0.0,1.0298698437364093,0.6906395205823954
3P_S00013887,216,13887,test,0.14087406826568669,0.025,0.0,0.6042389282716922,0.5872623690704065
3P_S00018228,217,18228,train,0.17667009485067792,0.025,0.0,0.6278030910069181,0.2942810156602194
3P_S00041741,218,41741,train,0.12311926580280468,0.025,0.0,0.6921760477295333,0.6804651428523518
3P_S00036039,219,36039,train,0.19664045288466886,0.025,0.0,0.5204137494037953,0.48138403341139324
3P_S00023967,220,23967,val,0.13941775871409834,0.025,0.0,0.4015481828975958,0.02429561943444878
3P_S00040793,221,40793,train,0.15988709464401918,0.025,0.0,1.1690778196653664,0.9712469213768439
3P_S00016928,222,16928,train,0.09488873818870436,0.025,0.0,1.055838271457286,0.6843839805412354
3P_S00018928,223,18928,train,0.17204537449259724,0.025,0.0,1.1873091044961788,0.8448946709144449
3P_S00010078,224,10078,train,0.16197087712140124,0.025,0.0,0.46895513090070196,0.6788692223737894
3P_S00001685,225,1685,train,0.1336019129177869,0.025,0.0,1.1941231207403815,0.9720812820885184
3P_S00003982,226,3982,val,0.10031329576600581,0.025,0.0,1.1150456452849367,0.37494704898061837
3P_S00017718,227,17718,train,0.19438673238254311,0.025,0.0,0.4044109561282812,0.030578931536854443
3P_S00023977,228,23977,val,0.1308351363997561,0.025,0.0,0.6175584434812303,0.596735190442068
3P_S00026740,229,26740,train,0.13676524423724573,0.025,0.0,1.0576169324736986,0.9876498129949522
3P_S00029988,230,29988,train,0.1969449625267114,0.025,0.0,0.5799495400237366,0.3102090371504764
3P_S00028819,231,28819,val,0.0711282024321328,0.025,0.0,1.0863443265441788,0.687729388871683
3P_S00027945,232,27945,train,0.06990385242761823,0.025,0.0,1.194622387423217,0.721176550250569
3P_S00006594,233,6594,train,0.08840389810977804,0.025,0.0,1.1179574620472317,0.747043292278334
3P_S00046265,234,46265,train,0.16487847924725002,0.025,0.0,1.1269424341813918,0.929874832974868
3P_S00026361,235,26361,train,0.1985069919899839,0.025,0.0,0.7443754598389054,0.20532516047432242
3P_S00019375,236,19375,test,0.06336854336877212,0.025,0.0,1.188212989293659,0.8924161694383221
3P_S00013993,237,13993,train,0.14713767043089815,0.025,0.0,1.0910469582008715,0.9014050863090377
3P_S00043742,238,43742,train,0.1420769707170025,0.025,0.0,0.4014495936228108,0.03864103499786618
3P_S00004696,239,4696,train,0.15449562249983395,0.025,0.0,0.4002046990224329,0.03436996717755321
3P_S00014837,240,14837,train,0.17714294437091138,0.025,0.0,0.4040940134760677,0.02832863611121591
3P_S00023282,241,23282,train,0.1681939265009854,0.025,0.0,0.40014877575291063,0.015633239760080724
3P_S00033954,242,33954,train,0.10827103086562154,0.025,0.0,1.0950703610483181,0.9030535813953211
3P_S00026505,243,26505,train,0.12509614092874666,0.025,0.0,0.7413072210814138,0.6471990165277258
3P_S00002501,244,2501,train,0.11818532462492595,0.025,0.0,0.4009690045217365,0.024337531470285872
3P_S00016333,245,16333,train,0.05074152027435932,0.025,0.0,1.1196850259579698,0.992602926097874
3P_S00029174,246,29174,train,0.06596375689125711,0.025,0.0,1.12797602606883,0.7133691928404943
3P_S00021537,247,21537,train,0.0971339855830732,0.025,0.0,0.40123153094836206,0.03125648116856054
3P_S00000347,248,347,train,0.081118654537231,0.025,0.0,1.1988657370158273,0.740862317615413
3P_S00043730,249,43730,train,0.09990754147180213,0.025,0.0,1.1872428925669782,0.8597890390442776
3P_S00007510,250,7510,train,0.11106217716214895,0.025,0.0,1.1614228125887256,0.9892515284658533
3P_S00019427,251,19427,train,0.11997248591805033,0.025,0.0,1.187647145749158,0.7646395600309701
3P_S00030695,252,30695,train,0.12962922020882622,0.025,0.0,0.6352976879265273,0.6377733107115572
3P_S00019536,253,19536,val,0.06557807189893343,0.025,0.0,1.0883647327957875,0.7921264612816936
3P_S00037148,254,37148,train,0.19347491150168245,0.025,0.0,0.5589991157973808,0.3178237379920273
3P_S00021553,255,21553,train,0.0885517634278525,0.025,0.0,1.1724613666841328,0.9006145490904384
3P_S00039522,256,39522,train,0.14632322465738756,0.025,0.0,0.40155932494594954,0.027204425543028217
3P_S00044563,257,44563,train,0.08557916530836972,0.025,0.0,1.151073033097525,0.7102362876298557
3P_S00037713,258,37713,train,0.197643825400713,0.025,0.0,1.0530086991829801,0.11859955849581016
3P_S00011269,259,11269,train,0.18775507329389107,0.025,0.0,0.4008662865749922,0.036112744791431096
