state_index,a1,gamma,nearest_state,nearest_a1,nearest_gamma,snr_sep_rms,rms_g_difference,split,pool_candidate_index,m,nearest_m,remote_alias_rms_snr,remote_alias_pool_index,remote_alias_a1,remote_alias_m,remote_alias_gamma
23,0.11678747087717056,0.8749439716339111,45,0.10867565125226974,0.6419074535369873,2.643783459739913,8.815393465500143e-05,train,3348,1.1823638677597046,1.1933718919754028,0.6974795460700989,14718,0.11553581804037094,0.9416502118110657,0.938602089881897
24,0.18909461796283722,0.9760382771492004,41,0.1840479075908661,0.8383133411407471,3.271929417132678,0.00011956015823429314,train,13449,1.1461514234542847,1.1671333312988281,0.5372642278671265,9759,0.18196943402290344,1.0893880128860474,0.8934441208839417
25,0.15949909389019012,0.026310421526432037,18,0.19872336089611053,0.3181172013282776,5.6610481705146825,0.00022664450241300862,train,19904,0.4181070923805237,1.17076575756073,0.42066651582717896,7974,0.15916131436824799,0.48553329706192017,0.014311722479760647
26,0.19729752838611603,0.4709961712360382,66,0.199713334441185,0.4803920090198517,1.3366249372031025,5.232391304348615e-05,train,7115,1.1767419576644897,1.1611992120742798,0.6227941513061523,4998,0.18617208302021027,1.1836633682250977,0.3480726480484009
27,0.07842407375574112,0.7589638233184814,6,0.050013091415166855,0.11112694442272186,5.5028279944161245,0.00017304621936128375,train,12234,1.174213171005249,0.403553307056427,0.43741342425346375,14062,0.07277259975671768,1.1127618551254272,0.6008138060569763
28,0.19438019394874573,0.1945764124393463,33,0.16958832740783691,0.012892983853816986,5.34518077117098,0.00021788348672010138,train,18689,1.1251633167266846,0.4338585436344147,0.44943881034851074,17299,0.18027256429195404,1.1143362522125244,0.046111587435007095
29,0.15929533541202545,0.7909846901893616,47,0.15270204842090607,0.7508020997047424,2.817374820036275,9.998235526457579e-05,train,4645,1.1844971179962158,1.1909621953964233,0.44346460700035095,1484,0.15123224258422852,1.158815860748291,0.6766472458839417
30,0.1521996557712555,0.940778911113739,53,0.15136124193668365,0.9853703379631042,2.1501288006198824,7.46430798306587e-05,train,17162,1.162037968635559,1.1458677053451538,0.40758445858955383,5675,0.1464814692735672,1.1702451705932617,0.8373725414276123
31,0.05157089978456497,0.9291512370109558,62,0.051394347101449966,0.826309323310852,1.5563348330633182,4.703273972166866e-05,train,14286,0.8141498565673828,0.8070570826530457,0.6699414253234863,10814,0.05280032753944397,0.6424117684364319,0.9990102648735046
32,0.17697086930274963,0.6203383803367615,56,0.16851088404655457,0.5451908707618713,2.207357912026932,8.1966169776514e-05,train,9881,1.156003475189209,1.1949210166931152,0.459393709897995,10794,0.18089161813259125,1.0744479894638062,0.6807542443275452
33,0.16958832740783691,0.012892983853816986,8,0.18132974207401276,0.06749077141284943,4.057865975934598,0.0001663271951834822,train,1659,0.4338585436344147,0.616062581539154,0.417723685503006,5581,0.17949600517749786,0.4116363227367401,0.11011584103107452
34,0.19977979362010956,0.16339285671710968,8,0.18132974207401276,0.06749077141284943,4.021702482500993,0.00016558090718189698,train,10237,1.1989428997039795,0.616062581539154,0.4142817556858063,17172,0.18682920932769775,1.1827800273895264,0.032446928322315216
35,0.198077991604805,0.011204786598682404,55,0.19940778613090515,0.01039612852036953,2.0103241522213398,8.64953635042875e-05,train,13490,0.5356279015541077,0.48953020572662354,0.4156997501850128,13464,0.19909904897212982,0.47479739785194397,0.02890089899301529
36,0.187358558177948,0.01068988535553217,57,0.19064995646476746,0.020510559901595116,1.9176924121448984,8.120938013346107e-05,train,15333,0.4040297865867615,0.40893593430519104,0.40028271079063416,12311,0.19369541108608246,0.43289420008659363,0.05991780012845993
37,0.13735999166965485,0.916723370552063,58,0.14318257570266724,0.9624409675598145,1.9866192442708142,6.797501824356988e-05,train,5403,1.1686540842056274,1.1848810911178589,0.5517346262931824,16752,0.11733736842870712,1.1998462677001953,0.5593309998512268
38,0.19406667351722717,0.31692394614219666,3,0.19991262257099152,0.41960686445236206,3.5141348764172986,0.0001394596937241682,train,8621,1.178320288658142,1.1788294315338135,0.5232449769973755,18269,0.18596604466438293,1.152205467224121,0.24381838738918304
39,0.1975220888853073,0.013104044832289219,60,0.19944490492343903,0.014851102605462074,1.904297374881102,8.085286380912948e-05,train,14,0.8431406617164612,1.0412448644638062,0.4458021819591522,16931,0.19861358404159546,0.7774513959884644,0.03727658465504646
40,0.19198015332221985,0.5423693656921387,11,0.17875845730304718,0.351784348487854,3.2827499223517624,0.00012650389076765758,train,12026,1.1653988361358643,1.179527759552002,0.43689435720443726,8357,0.19115014374256134,1.1331501007080078,0.5344678163528442
41,0.1840479075908661,0.8383133411407471,63,0.20000000298023224,1.0,1.5269431033081995,5.605922779145011e-05,train,6076,1.1671333312988281,1.2000000476837158,0.5660403966903687,16408,0.18926304578781128,1.1554455757141113,0.9197560548782349
42,0.1945643126964569,0.021702036261558533,48,0.1975865364074707,0.049351464956998825,2.85879894196587,0.00012050650587012433,train,13909,0.9986835718154907,0.8327934741973877,0.40587669610977173,8031,0.19672809541225433,1.0495631694793701,0.03368430957198143
43,0.1334012746810913,0.9308894276618958,37,0.13735999166965485,0.916723370552063,3.065613238823497,0.00010436783560254848,train,1661,1.1501753330230713,1.1686540842056274,0.5419326424598694,12003,0.1249498799443245,1.1526135206222534,0.7636792063713074
44,0.10563533753156662,0.7338407635688782,4,0.11366858333349228,0.9948613047599792,2.889167306366539,9.52142837559721e-05,train,13,1.1713367700576782,1.1610074043273926,0.4325800836086273,16605,0.09175430983304977,1.185205101966858,0.4361972212791443
45,0.10867565125226974,0.6419074535369873,23,0.11678747087717056,0.8749439716339111,2.643783459739913,8.815393465500143e-05,train,5727,1.1933718919754028,1.1823638677597046,0.4100032150745392,14793,0.10086766630411148,1.1377649307250977,0.5005104541778564
46,0.18684424459934235,0.6589918732643127,5,0.19050277769565582,0.6783726811408997,2.543263408834234,9.582965451221125e-05,train,5348,1.1412758827209473,1.0672075748443604,0.43187758326530457,1851,0.1858096718788147,1.1909067630767822,0.6285416483879089
47,0.15270204842090607,0.7508020997047424,12,0.15830986201763153,0.9235303401947021,2.540799913030573,8.968719637998715e-05,train,5620,1.1909621953964233,1.0866564512252808,0.4183739721775055,5948,0.16218212246894836,1.0922476053237915,0.9333734512329102
48,0.1975865364074707,0.049351464956998825,60,0.19944490492343903,0.014851102605462074,2.1111691580264407,8.937346036627308e-05,train,10719,0.8327934741973877,1.0412448644638062,0.4328062832355499,9383,0.1964019238948822,0.8897077441215515,0.030938923358917236
49,0.19225510954856873,0.633385956287384,5,0.19050277769565582,0.6783726811408997,2.3896629690215834,9.04810399585801e-05,train,3637,1.179425597190857,1.0672075748443604,0.5748635530471802,9928,0.18739844858646393,1.094925045967102,0.5942025780677795
50,0.18068307638168335,0.3536238670349121,11,0.17875845730304718,0.351784348487854,2.3641811033315463,9.160903423169884e-05,train,12262,1.1083215475082397,1.179527759552002,0.4393758475780487,2112,0.16865003108978271,1.1507285833358765,0.20710113644599915
51,0.19993126392364502,0.032983068376779556,61,0.1977825164794922,0.030777746811509132,1.6746150605372294,7.15380856791729e-05,train,574,0.7253895998001099,0.53791743516922,0.40568000078201294,17231,0.19822579622268677,0.7139155268669128,0.013665837235748768
52,0.05000000074505806,1.0,65,0.05077136680483818,0.9670494198799133,1.6249708935829839,4.878260417988129e-05,train,1,0.4000000059604645,1.155943751335144,1.0467736721038818,1612,0.05073699727654457,0.9828018546104431,0.9398806095123291
53,0.15136124193668365,0.9853703379631042,59,0.142024427652359,0.8969312310218811,1.7226396432314102,5.9574306494920626e-05,train,12202,1.1458677053451538,1.0615938901901245,0.649253249168396,19216,0.14236368238925934,1.0875691175460815,0.865863561630249
54,0.17401310801506042,0.9544164538383484,2,0.1665407121181488,0.79485023021698,2.0221327448867568,7.267443413544954e-05,train,4520,1.080429196357727,1.1128731966018677,0.44690555334091187,17125,0.15782512724399567,1.0976769924163818,0.7161489129066467
55,0.19940778613090515,0.01039612852036953,35,0.198077991604805,0.011204786598682404,2.0103241522213398,8.64953635042875e-05,train,19638,0.48953020572662354,0.5356279015541077,0.43561404943466187,18602,0.19953694939613342,0.48349127173423767,0.016672329977154732
56,0.16851088404655457,0.5451908707618713,10,0.19150476157665253,0.868707001209259,2.0002871763215215,7.397685180656122e-05,train,344,1.1949210166931152,1.1599730253219604,0.4062584340572357,18538,0.19428187608718872,1.0334570407867432,0.9165259599685669
57,0.19064995646476746,0.020510559901595116,36,0.187358558177948,0.01068988535553217,1.9176924121448984,8.120938013346107e-05,val,7439,0.40893593430519104,0.4040297865867615,0.4203225374221802,4189,0.19725702702999115,0.4401172399520874,0.07149545848369598
58,0.14318257570266724,0.9624409675598145,7,0.14581391215324402,0.9556028842926025,1.8549055737116418,6.37117576836135e-05,test,14638,1.1848810911178589,1.1989195346832275,0.5929617285728455,15106,0.14253196120262146,1.055495262145996,0.9877537488937378
59,0.142024427652359,0.8969312310218811,53,0.15136124193668365,0.9853703379631042,1.7226396432314102,5.9574306494920626e-05,test,5462,1.0615938901901245,1.1458677053451538,0.4291231334209442,3709,0.13928499817848206,1.0257313251495361,0.8698406219482422
60,0.19944490492343903,0.014851102605462074,9,0.20000000298023224,0.009999999776482582,1.711177293601902,7.247214840958006e-05,val,16397,1.0412448644638062,1.2000000476837158,0.44362708926200867,7335,0.19855210185050964,1.0343365669250488,0.011969399638473988
61,0.1977825164794922,0.030777746811509132,51,0.19993126392364502,0.032983068376779556,1.6746150605372294,7.15380856791729e-05,val,4341,0.53791743516922,0.7253895998001099,0.4024432599544525,2087,0.19845259189605713,0.4893702566623688,0.04541897773742676
62,0.051394347101449966,0.826309323310852,31,0.05157089978456497,0.9291512370109558,1.5563348330633182,4.703273972166866e-05,val,9636,0.8070570826530457,0.8141498565673828,0.47814464569091797,1004,0.05119536817073822,0.9720942974090576,0.7969337105751038
63,0.20000000298023224,1.0,41,0.1840479075908661,0.8383133411407471,1.5269431033081995,5.605922779145011e-05,test,7,1.2000000476837158,1.1671333312988281,0.5038559436798096,8688,0.18883244693279266,1.1415990591049194,0.8804401755332947
64,0.11198372393846512,0.9937925934791565,4,0.11366858333349228,0.9948613047599792,1.3976181386598128,4.586544786096594e-05,val,6214,1.1808490753173828,1.1610074043273926,0.43608054518699646,7042,0.10822407156229019,1.0527797937393188,0.9618829488754272
65,0.05077136680483818,0.9670494198799133,1,0.05000000074505806,1.0,1.3766435491775435,4.123259201373015e-05,test,19205,1.155943751335144,1.2000000476837158,0.7549551725387573,11059,0.05148005485534668,1.0403785705566406,0.9987300634384155
66,0.199713334441185,0.4803920090198517,26,0.19729752838611603,0.4709961712360382,1.3366249372031025,5.232391304348615e-05,val,12355,1.1611992120742798,1.1767419576644897,0.4244994819164276,14611,0.19539980590343475,1.1105518341064453,0.44948866963386536
67,0.14218172430992126,0.6934796571731567,12,0.15830986201763153,0.9235303401947021,1.3270703551449559,4.666557537847928e-05,test,7051,1.101689100265503,1.0866564512252808,0.4018830955028534,19135,0.1520259529352188,0.8898494839668274,0.9115656614303589
