safety_rank,candidate_index,a1,m,gamma,remote_alias_rms_snr,alias_candidate_index,alias_a1,alias_m,alias_gamma,alias_gamma_factor,retrieved_remote_count
21,14518,0.1301306016505141,1.1711537397988805,0.962524973497408,0.6101984524421261,15874,0.12667160943922307,1.092236036478016,0.9390340311471094,1.0250160713788001,474
22,14638,0.14318258172603293,1.1848811472090337,0.962440940819574,0.5929617169535707,15106,0.14253196747916236,1.0554952188795745,0.9877537739140909,1.0263006611844272,466
23,3637,0.19225510310067745,1.179425586174513,0.633385978242255,0.5748635459464752,9928,0.18739844287254248,1.094925099053309,0.5942026008305127,1.0659427901476297,471
24,16408,0.18926304436566793,1.1554456085939888,0.9197560813692092,0.5660403877058633,6076,0.1840479015110031,1.167133301574356,0.838313369534166,1.0971506775327933,476
25,6076,0.1840479015110031,1.167133301574356,0.838313369534166,0.5660403877058633,16408,0.18926304436566793,1.1554456085939888,0.9197560813692092,1.0971506775327933,479
26,18457,0.17976994762529164,1.1912108503921326,0.989153434039532,0.562452870788335,4520,0.17401310501196804,1.080429251411803,0.9544164267175995,1.0363960702577166,493
27,14674,0.1930048227223689,1.0824513942737826,0.6785487667799772,0.5610932338527185,17977,0.16404423056878414,1.1697879969524019,0.32418014825919594,2.093122513589106,468
28,5403,0.13735999612555683,1.16865407470421,0.9167233872281872,0.5517346170061443,16752,0.11733736839769164,1.1998462567376733,0.5593309788693747,1.6389640872051134,468
29,1661,0.13340127617929232,1.15017535146364,0.930889422628498,0.5419326268140161,12003,0.12494988129040005,1.152613570780192,0.7636791958230292,1.218953492147005,476
30,13449,0.18909461857298665,1.1461514505432173,0.9760382484858658,0.5372642408702175,9759,0.18196942792967447,1.089387964995531,0.8934441361001939,1.0924446297741548,468
31,6,0.2,1.2,0.01,0.5328138284188033,2236,0.1996675947603937,1.1332173653027966,0.021542474386061473,2.154247438606147,444
32,7683,0.09580234665102194,0.40060085039221116,0.08036686673033831,0.5286808655796482,7123,0.0946636918345444,0.5052090021763416,0.05855690542716231,1.3724575461096549,459
33,15912,0.19872336037520244,1.1707657804537066,0.31811721251641867,0.527394569305349,6115,0.17321268660474712,1.1971925854909617,0.046310183039894544,6.869271327266667,450
34,10891,0.19242066366216243,0.41950772031898603,0.016278828464954338,0.5255428643043315,2898,0.19774545955961265,0.4516943378021817,0.0545167314325361,3.3489345716678405,395
35,8621,0.19406666755502133,1.178320281226899,0.31692394005272223,0.5232449636451403,18269,0.185966041701234,1.1522054823835477,0.24381838884552862,1.299836085183508,460
36,5467,0.19924154580142173,1.1626682585036374,0.8960887209088132,0.517866430340369,15850,0.1928114948733226,1.1829853909080295,0.8032745953095446,1.1155447043155926,500
37,8879,0.19148385422460568,1.145900651930801,0.5009288271906807,0.5151346546710599,3470,0.17875846030173903,1.179527734996448,0.3517843368920843,1.4239656933456617,459
38,15058,0.11095609180506558,1.1675571305315908,0.9130606014876117,0.5114671060458067,2573,0.11027804861657035,1.0533893568857629,0.9247542342748878,1.0128070719163922,460
39,7,0.2,1.2,1.0,0.5038559384307709,8688,0.18883245343080451,1.1415990335478132,0.8804401505468228,1.1357955442842096,483
40,8688,0.18883245343080451,1.1415990335478132,0.8804401505468228,0.5038559384307709,7,0.2,1.2,1.0,1.1357955442842096,465
41,653,0.11366858704155984,1.1610074177391416,0.9948612790711753,0.5005043659023966,16770,0.10762611083694354,1.1287858571304201,0.8847080508994177,1.1245079979319426,465
42,4280,0.08219701695461992,1.1578337791383078,0.9103531774730325,0.4992491781840191,7852,0.0809836530652747,0.9185396069612867,0.9497092570334617,1.0432316605624141,448
43,15850,0.1928114948733226,1.1829853909080295,0.8032745953095446,0.4808382730374411,16274,0.18087602241007472,1.1505113558811622,0.6715269017271437,1.196191237080079,488
44,9636,0.051394348345082864,0.8070571073990762,0.8263093394502533,0.47814463904077925,1004,0.05119536805070432,0.9720942708250845,0.7969337182988505,1.0368608084673698,381
45,8809,0.18462082695280496,1.1708671216469635,0.7955403460397135,0.4744036551564212,4682,0.18561817764578525,1.1380415319928954,0.8266727314654019,1.039133634869267,471
46,3470,0.17875846030173903,1.179527734996448,0.3517843368920843,0.4625633672984542,2011,0.16331461947259868,1.1775394606564062,0.17918607862021488,1.963234753508344,457
47,16844,0.10679675129109653,1.1360910109955322,0.7557809611385423,0.460245907622993,13,0.10563533574831913,1.1713367966010328,0.7338407437517269,1.0298977912764111,470
48,9881,0.17697087421934626,1.1560035056546036,0.6203383837684294,0.45939370176182265,10794,0.18089161322007302,1.0744480448578635,0.680754268213893,1.0973918203778545,470
49,1894,0.19986242658010317,1.005055735023344,0.014856691953038008,0.45730615024651505,10141,0.19964566443559179,1.0451614560127984,0.010265020951293396,1.447312384799961,422
50,13207,0.17469572254859117,1.0983134504268062,0.8905643423505323,0.45149323454806434,6081,0.15754818999054643,1.131436535741435,0.6474206674311631,1.3755574808634317,470
51,12873,0.19802941934833568,0.4314942199406945,0.03176674621113141,0.4501337001515097,9780,0.19535827231343011,0.4196659112700467,0.014713763706063277,2.1589816749633477,395
52,18689,0.19438019614981517,1.1251633630784053,0.1945764073721715,0.4494388073458014,17299,0.18027255803960462,1.1143362912666626,0.04611158646885521,4.219685815919449,439
53,4520,0.17401310501196804,1.080429251411803,0.9544164267175995,0.4469055545401423,17125,0.15782512225763157,1.0976770424343232,0.7161488873741014,1.3327067088202178,471
54,14,0.19752209496431017,0.8431406890933031,0.013104044423021278,0.44580218157156504,16931,0.1986135889224846,0.7774513987800178,0.03727658381585933,2.844662503613889,403
55,157,0.1583098606713927,1.0866564839535071,0.923530360847382,0.4440815728140075,10073,0.1604690631181033,0.9681673697901819,0.993815199458998,1.0761045241080394,476
56,16397,0.19944489861386322,1.041244903261442,0.014851102927105913,0.44362708460205547,7335,0.19855210142654556,1.0343365295592517,0.011969400014201053,1.2407558365069153,425
57,4645,0.15929533818289338,1.1844971175565169,0.7909846911908325,0.44346461103077583,1484,0.1512322422364648,1.158815810088523,0.6766472275138458,1.1689764755219472,464
58,14097,0.19090104000281982,0.47592450050592183,0.017998472766153857,0.44292597111258036,14308,0.18911754209567166,0.4352413857884448,0.01040941362925265,1.7290573136198901,409
59,5064,0.1535725974319321,0.4112625609399969,0.06631792573092007,0.442542562014155,8466,0.14960014680927702,0.44487828782167094,0.02534812859641826,2.616284885831411,450
60,10010,0.1905027827657242,1.067207600507342,0.678372681176964,0.4401922782919779,17097,0.16937529385091882,1.1910514486403865,0.41432819754214406,1.6372834028704075,459
61,16676,0.1813297465828047,0.6160626077983615,0.06749077425711132,0.44016114118088384,14962,0.17823302999388196,0.6748326239506481,0.021835880013562098,3.0908199813881243,425
62,12262,0.18068307329131883,1.1083215790998788,0.35362387793932387,0.43937584728460294,2112,0.16865003302062384,1.150728605270075,0.20710113784910344,1.7074936507445884,446
63,3794,0.16519508096219038,1.1469874394869826,0.9764924812393538,0.43862299644556846,7707,0.16005146495601963,1.053034659681693,0.9315088103315108,1.04829119210567,479
64,12234,0.07842407306118641,1.1742131578046235,0.7589638029507361,0.43741342418162094,14062,0.07277260224746228,1.1127617970184507,0.6008138220328,1.2632262693006124,457
65,9995,0.19957273863471187,1.1945547290001743,0.4817889098208933,0.4372134045119246,18196,0.19180292609180127,1.1537645318521967,0.40886355295473015,1.1783611093215676,472
66,12026,0.1919801580746156,1.1653988233799362,0.5423693715183034,0.43689434487886064,8357,0.19115014919651802,1.1331501352275262,0.5344678280687765,1.0147839458889005,455
67,5555,0.19817446845781683,0.6729557648924634,0.05171275803520878,0.4362844008228241,744,0.19554464801922822,0.7476990617395045,0.013750200818615825,3.7608729295936554,403
68,6214,0.11198372459674436,1.1808490931720852,0.9937926078291779,0.43608054273005453,7042,0.10822406978479784,1.0527797879582699,0.9618829665537689,1.0331741411221105,480
69,19638,0.19940778119927582,0.48953020783150836,0.010396128648286363,0.4356140513320361,18602,0.19953695028340096,0.4834912779811394,0.016672329576128464,1.6037055850474333,405
70,18602,0.19953695028340096,0.4834912779811394,0.016672329576128464,0.4356140513320361,19638,0.19940778119927582,0.48953020783150836,0.010396128648286363,1.6037055850474333,400
71,14702,0.05037470454018933,0.40991434454537257,0.3161322553873707,0.43457965083281674,441,0.054738292794615215,0.42093944622369694,0.48873070532886387,1.5459691221004979,401
72,10719,0.19758653844334512,0.8327934822205252,0.04935146667240581,0.43280627511107267,9383,0.1964019179119011,0.8897077172529642,0.03093892407729028,1.5951254978718106,420
73,13,0.10563533574831913,1.1713367966010328,0.7338407437517269,0.4325800941925212,16605,0.09175430775516503,1.1852051158303345,0.4361972248527537,1.682359955406521,475
74,1536,0.1810699714994038,1.1769058168719155,0.9872789369268682,0.4321138368723944,2811,0.16638676972081645,1.178185677355836,0.786979570423458,1.2545166025029508,483
75,2811,0.16638676972081645,1.178185677355836,0.786979570423458,0.4321138368723944,1536,0.1810699714994038,1.1769058168719155,0.9872789369268682,1.2545166025029508,465
76,5348,0.18684423905708653,1.1412758282036872,0.6589918821154455,0.43187759614886795,1851,0.1858096711873738,1.1909067735794414,0.6285416518413672,1.0484458431432055,464
77,4244,0.14581391737490385,1.1989195569053823,0.9556029026367895,0.4308972132526598,4386,0.1336193542143267,1.178464885388638,0.759273999335668,1.258574511273797,479
78,5462,0.14202443430385941,1.0615938518838672,0.8969312520978603,0.42912314378980676,3709,0.1392850033037866,1.025731353971292,0.8698405980492896,1.031144389109136,468
79,5151,0.16654071044272056,1.112873146557186,0.7948502176016974,0.4283500415742824,15689,0.16298210773227012,1.1851484208194125,0.7176918392869516,1.10750906460272,465
80,12355,0.1997133387759128,1.1611991884872066,0.4803920075177938,0.42449948751825356,14611,0.19539980300969256,1.1105518924112863,0.44948867653198843,1.0687521902091923,456
81,18015,0.11602025459300623,0.40288854377291905,0.010694231085491591,0.4216260156393514,16907,0.11845832373276648,0.4577975595275421,0.04201818447245633,3.9290514798638134,463
82,19904,0.15949909111777044,0.4181070835950616,0.02631042134916539,0.42066651111766706,7974,0.1591613118185659,0.4855333066014915,0.014311722496329955,1.8383825815454664,444
83,7439,0.19064996003045176,0.40893593740269035,0.020510560768531295,0.42032253600599107,4189,0.1972570197226865,0.44011723312471474,0.07149545915083808,3.4857876368027587,405
84,5620,0.1527020416513306,1.1909621445413388,0.7508020918573908,0.41837396303740665,5948,0.1621821190739134,1.0922475772420763,0.9333734696789973,1.2431684458549492,460
85,1659,0.16958832785337957,0.43385855024577213,0.012892983490681137,0.4177236913388809,5581,0.17949600167496688,0.41163632090437186,0.11011584428587733,8.540757410064744,445
86,1773,0.1975974954333397,0.9466044977794336,0.022316604331912668,0.4168711464883958,19183,0.19926455639517887,0.9007068238030901,0.050807494675989565,2.2766678084324425,426
87,13490,0.19807799781779678,0.5356279139210829,0.01120478642062776,0.4156997379070881,13464,0.19909905592352328,0.47479741014638743,0.028900898306427458,2.579335046781575,403
88,10237,0.19977979665483697,1.1989429487975038,0.16339285406799278,0.41428176041679166,17172,0.18682920861472524,1.1827799700479191,0.03244693003660817,5.035695330302287,456
89,1005,0.05001309288127655,0.403553316247395,0.11112694553946934,0.41200530785737477,9968,0.05887597526480968,0.40189441720103847,0.38741717105484547,3.4862577134115975,432
90,9609,0.14200986991330655,1.1154036968591736,0.9329818444165948,0.41055382976660126,9416,0.13602170466159827,1.0480452628291683,0.8532945343670755,1.0933878125782521,471
91,5727,0.10867564836147253,1.1933719325140584,0.6419074404895657,0.41000320585938793,14793,0.10086766615498424,1.1377649232757578,0.5005104282309797,1.2825056268224904,459
92,15370,0.19788029572220822,0.5293906558526746,0.011984186911031525,0.4085448927262624,13464,0.19909905592352328,0.47479741014638743,0.028900898306427458,2.411586077635687,401
93,17162,0.152199662967832,1.1620379837420156,0.9407788895893926,0.4075844493938063,5675,0.14648147116949653,1.1702452285602036,0.8373725520837852,1.1234890458832005,483
94,1574,0.1968292546403606,0.41105252309939294,0.06498636867937908,0.4069342782449899,4090,0.19429707219417175,0.44881082766363894,0.04421669613284207,1.4697246597560754,400
95,344,0.16851088286458993,1.1949210453623536,0.5451908993260388,0.4062584389250802,18538,0.19428187001502017,1.0334570563617738,0.9165259363764438,1.6811101166755476,470
96,9741,0.16484218757339358,0.46075151043687645,0.010253780774575018,0.4060169956183923,7480,0.16415621846033643,0.40122839364534313,0.010949144397436729,1.0678153393513068,446
97,16274,0.18087602241007472,1.1505113558811622,0.6715269017271437,0.4059167467147726,18081,0.18885192988056076,1.0263762182122496,0.8094128891434108,1.2053320381679857,469
98,13909,0.19456430590392265,0.9986835818472716,0.021702035728373873,0.4058766846841211,8031,0.1967280986597123,1.0495631716415004,0.03368431106573922,1.5521267906539926,425
99,574,0.1999312584033373,0.725389594708259,0.032983069019745244,0.40567999047375447,17231,0.19822578978780653,0.7139155054686916,0.01366583697523782,2.413541818149141,401
100,843,0.18307347862030482,1.1563566297183336,0.24043947251492964,0.4033710328294532,15524,0.19939271907323108,1.0987193708680223,0.42191623419724533,1.754771085563113,436
101,4341,0.19778250983884232,0.5379174636248455,0.030777746046297454,0.4024432476098643,2087,0.19845258505700641,0.48937026552501084,0.045418976279952346,1.4757083319756688,402
102,11449,0.05647993684858729,0.4315266594053471,0.8922850249268435,0.4024069202541075,18007,0.05274549427788282,0.6143927668728305,0.7447851658372555,1.198043497447717,379
103,7051,0.1421817212459231,1.1016890980459566,0.6934796719465748,0.40188308402701245,19135,0.15202595548308134,0.8898495033613425,0.9115656658424444,1.3144807306084536,451
104,14428,0.19372331192008907,1.1529677838775994,0.03695796631219988,0.4007994361514598,2208,0.19116613046649794,1.1082576668693696,0.020150345010433775,1.834110844904302,435
105,1851,0.1858096711873738,1.1909067735794414,0.6285416518413672,0.40052862349224977,3127,0.1850557475885079,1.1419658768990093,0.6262758282156017,1.0036179324247934,464
106,15333,0.18735855930356227,0.404029780734986,0.010689884985187442,0.40028271653507286,12311,0.19369541741693846,0.43289419659841055,0.059917801415976316,5.605093179112973,436
107,14684,0.19182420483483836,0.5766890079225621,0.017317837377370453,0.39873517272667325,11344,0.1917492733726337,0.5779110086781123,0.012101571808506916,1.4310403352064327,406
108,11389,0.1689041750184318,0.4020921048981743,0.01912422404590067,0.3985203406102972,14332,0.1752262204628396,0.4387621902756201,0.0764846327141674,3.9993587468225718,457
109,19437,0.18816390489486157,1.1547690566743456,0.27671293208133185,0.39808592699215234,7825,0.1651651867746963,1.193841237973811,0.013544338427242583,20.430154899611903,435
110,19173,0.19523713864846787,1.1936889009918323,0.08078627895781008,0.3940884028525992,9134,0.19352666464568774,1.1346853211879724,0.07385277990836026,1.0938827090605556,446
111,9416,0.13602170466159827,1.0480452628291683,0.8532945343670755,0.3940735099896043,5607,0.12938760997743928,1.0200419935229932,0.7483600810392488,1.1402192019410016,463
112,9383,0.1964019179119011,0.8897077172529642,0.03093892407729028,0.39395960766667676,9810,0.19471891482890308,0.8464644921563619,0.02348169151349928,1.3175764641786538,423
113,15282,0.18758538281059256,1.1502975464670715,0.7063586457935277,0.3896578086807868,15281,0.19679034231786197,0.9969884911332113,0.8666868512979895,1.2269784711481064,471
114,10594,0.05847028933354181,1.0594158512599234,0.9158671632388199,0.38932167955085567,17806,0.052971153050443844,1.0831076305516465,0.6933772345699266,1.3208786178376546,382
115,17260,0.14341149205570305,1.1802070601575751,0.9017398872911752,0.3873187437645139,19986,0.13702431136872006,1.1328554621567362,0.8045009080286488,1.1208687004478355,465
116,16382,0.17418423327804725,0.41148277968509966,0.05202446799117024,0.3866175544020773,18832,0.17355017101931502,0.46555595373365777,0.04280577108983848,1.2153610755424553,437
117,10814,0.05280032578463765,0.6424117841709215,0.999010243656403,0.3863243500473821,16324,0.05331900306681203,0.765828614713226,0.9750256404041545,1.0245989461798222,389
118,18609,0.05088784169580587,0.9517973097564157,0.9156480562398414,0.38545608296887496,8468,0.05019052780038927,0.7820543716255863,0.9125494130718594,1.0033955894591517,388
119,8468,0.05019052780038927,0.7820543716255863,0.9125494130718594,0.38545608296887496,18609,0.05088784169580587,0.9517973097564157,0.9156480562398414,1.0033955894591517,387
120,6052,0.12338212548422703,1.171257386489375,0.7648227839174551,0.38542279466456825,17596,0.12551982501606185,1.014932621683053,0.8563207803146432,1.1196329376179557,477
121,15986,0.19215371980846935,1.154425422957805,0.32792993492190636,0.3848789287920821,19033,0.183191100753072,1.1756844591028743,0.22740725884584337,1.4420381151694286,448
122,14308,0.18911754209567166,0.4352413857884448,0.01040941362925265,0.38457431324907126,11452,0.18965527757551331,0.45362858916898835,0.01616937262641407,1.5533413506573244,421
123,11940,0.19919878612351566,0.7874413665294226,0.014125293058206902,0.38436647562369053,14345,0.1987453900307949,0.8015538143952976,0.011387712476159384,1.2403977609883239,403
124,3444,0.19859911317064693,0.993998079908523,0.04129034417242083,0.3836313778041893,17529,0.1977875840581131,1.0577994637750952,0.021896903332794246,1.8856704779155546,439
125,7145,0.1874271093110425,1.1582827265514846,0.01707221264272306,0.3811055840643877,7680,0.19754880072306985,1.1402929870682623,0.12092396228924743,7.083086698828733,439
126,15707,0.193534714668205,0.757800154459521,0.0455247322416957,0.3805514497262908,4241,0.19627105864555727,0.6926905050458246,0.08138582916159058,1.787727794410837,427
127,15552,0.120403301010108,0.40088667183696186,0.0147932920531979,0.3802786522929378,10592,0.12712766458201968,0.4392647087897629,0.10093797290298966,6.823225860748802,454
128,14430,0.18765326686544898,1.182026717774419,0.5241099362738516,0.3798091718685327,3306,0.19461246828400874,1.1996503223394854,0.5990427040007203,1.1429714694203312,462
129,3306,0.19461246828400874,1.1996503223394854,0.5990427040007203,0.3798091718685327,14430,0.18765326686544898,1.182026717774419,0.5241099362738516,1.1429714694203312,475
130,16690,0.17933778475951012,1.0211114256397966,0.8657111173032445,0.3795291019994232,15712,0.16740573336453918,1.0362731512743566,0.7025327126016205,1.2322716106661302,475
131,6733,0.19560101654374906,1.1106075416067103,0.8989684000593845,0.3791445934010204,3622,0.19532793756331218,1.176019349646534,0.8792426565949374,1.0224349254628289,480
132,11458,0.18901120745926653,0.5982668430732194,0.017677012280813954,0.3783709522235181,17453,0.19007720792019356,0.5438361051724228,0.034726428040887033,1.9644964595390337,418
133,17123,0.1974299780693713,0.47083417835469876,0.11916345486428633,0.374363185138846,906,0.18689259809791559,0.5436117863059196,0.017937704918515426,6.643182915852572,434
134,11231,0.19895295798930362,0.6568098007558624,0.01180675421142125,0.37326046724620304,18883,0.19871506050465215,0.6041888597200471,0.017838431718476412,1.5108666953717413,402
135,16593,0.17671610243819336,1.1654854679056412,0.6752587242524808,0.37315832909427565,18772,0.17739797230370308,1.061289474265021,0.7109652050569113,1.0528782221125066,470
136,11624,0.16649748349190258,1.126491484143655,0.7893450092607801,0.3731421488884427,15689,0.16298210773227012,1.1851484208194125,0.7176918392869516,1.0998383512971501,468
137,12603,0.19551683312550872,0.5765700430454326,0.01276067767523516,0.37178117199446004,1966,0.19491600356455618,0.5266221009415278,0.014176467352419465,1.1109494114040628,401
138,7480,0.16415621846033643,0.40122839364534313,0.010949144397436729,0.37106420628927056,5026,0.16493183702772202,0.4442967373971527,0.010729463387755822,1.0204745569971,447
139,14069,0.1995579544396729,0.8039762931601369,0.010632621436703708,0.3700568119746363,7230,0.19906064242481125,0.7510385808258642,0.014921670019323397,1.4033858073620429,407
140,11787,0.16642989510881306,1.1927661254507316,0.5547923548753577,0.3700466478070813,1639,0.1578945047611555,1.169374526815151,0.45130769546395855,1.2292995675711085,465
141,17125,0.15782512225763157,1.0976770424343232,0.7161488873741014,0.3697657959662843,2754,0.14455341672689043,1.1646925619652095,0.5190405767765118,1.3797551085923294,458
142,4950,0.19214426454152456,1.1266221919844233,0.041150203807849735,0.36875701173209374,8316,0.1913181071154328,1.1300679440579873,0.027418518842703427,1.5008178977107862,434
143,13432,0.11410540277075157,0.9726065807863747,0.8439769807130832,0.36847616961867885,231,0.10924414386648498,0.9094488698378346,0.7581520105897789,1.1132028523627335,458
144,19542,0.07767067486299718,1.0776445514355495,0.7271610390621795,0.36802633426779563,14211,0.07845545571079048,1.181465061361223,0.7116350158807295,1.0218173963267319,457
145,12778,0.149920520954147,1.194874011137908,0.6050910509325123,0.3676409898462622,5305,0.15978346148251427,1.0492638476626983,0.7770668274249478,1.284214708228459,466
146,18807,0.08444709417505022,1.1580660076088067,0.9962546444519182,0.3665293406961975,12518,0.0790147938701712,1.0543971302907238,0.8654154144385823,1.151186618392064,463
147,8994,0.18041707065274437,0.47849854251154655,0.03924592248552965,0.36652135836728345,3492,0.18480391416277475,0.465133785162918,0.07795741810922768,1.9863826143460213,437
148,5753,0.06792256868772206,1.1603386814551877,0.7269880724701896,0.3658909816407905,10208,0.06957772935742995,0.9139069053300195,0.8514294624454234,1.1711739087443371,406
149,15539,0.1697168137454992,1.1256225723383837,0.2546453890034083,0.3651086086181687,3535,0.16072594417963146,1.1038428883377478,0.15322257301636746,1.661931293740947,443
150,11580,0.16401536100266811,1.1821008081948672,0.727717535752567,0.3629662181885718,12589,0.17597846188795252,0.9766126200572552,0.9650018713693879,1.3260665353782273,465
151,8434,0.1824364786501564,1.1637669929974455,0.5958818261013984,0.36222664406745664,19829,0.19095943374376312,1.028991184169024,0.7251101652397103,1.2168690728223714,459
152,7940,0.12960878030909506,0.9997425622560876,0.8869337716266786,0.36211300445535816,2555,0.13006436327150236,0.8826136305093919,0.9382700694878465,1.0578806439707609,459
153,18639,0.19657244048972583,1.165157486206534,0.41361588765556573,0.36146921605887905,203,0.19091188486254967,1.1325590131355663,0.364420852597976,1.1349951154190976,448
154,50,0.051706276963212505,1.1941430244456992,0.6647088031931461,0.36055652009508665,2894,0.05624888206780956,0.8121141211680627,0.9824641895077362,1.4780369761738497,385
155,7029,0.16598051696692342,1.1259202650711155,0.7819506482147819,0.3588750831522113,15689,0.16298210773227012,1.1851484208194125,0.7176918392869516,1.0895353763415694,468
156,10352,0.17667049831996068,0.40999836034783504,0.038915629423436814,0.35826041089406685,1830,0.17930099665244226,0.40326688826150875,0.06609626157992449,1.6984502771556926,450
157,7649,0.055553033972379866,0.46913785401095154,0.4605377033422799,0.3580109410496875,10541,0.05575185718305329,0.5785260787818052,0.4881671331584843,1.0599938498318122,404
158,5320,0.16966638236874404,0.4498630684565718,0.01118770112067999,0.3580096710339629,17759,0.17322274207564992,0.49004270821717555,0.04114076378957217,3.67732059927175,440
159,18570,0.0850856872961156,1.147385330162765,0.7526340920916028,0.3579932764783101,2493,0.08306020944192183,1.0093916810049939,0.7333308941984203,1.0263226301331299,455
160,5026,0.16493183702772202,0.4442967373971527,0.010729463387755822,0.35734485185626863,8359,0.166324102740964,0.4708511405145126,0.018367262340972416,1.7118528371076458,443
161,13218,0.19562479779432124,0.8172982608800646,0.025699204275591112,0.35638096563496285,11549,0.19805925210184167,0.7652301063190972,0.05628745558262831,2.1902411833073625,409
162,18007,0.05274549427788282,0.6143927668728305,0.7447851658372555,0.3557977394788137,13579,0.05398424051164264,0.446077850741437,0.793553735025235,1.065480049046299,389
163,7227,0.1262291234606627,0.4295619597835127,0.013258821299627256,0.3555359905255951,15726,0.1274733024422996,0.4897060523646473,0.021696620611693262,1.6363913594870774,439
164,8558,0.10165146597237797,1.1725760519658306,0.677363329950916,0.3541428570720408,13017,0.10962157216016964,0.9638802125016227,0.9075509661368703,1.3398289012820261,464
165,9426,0.13929170711526198,1.0493546895901353,0.8480340920179429,0.35398977586211644,1306,0.13673787015252697,0.9704208277661448,0.8233609727912119,1.0299663453115693,461
166,6023,0.18601003832998714,1.1882081737492052,0.38586827533886187,0.35384408778205834,1142,0.19376942913197265,1.0695036855000652,0.488088433031038,1.2649094632161932,460
167,3858,0.1862383271333663,1.1389303591325737,0.5663750080015508,0.3538221166889985,19395,0.17566829495174985,1.1319264274692906,0.4477789283653409,1.2648540878624104,450
168,13342,0.1598711883443448,1.155006572987339,0.5887641446997446,0.3531490569172725,19620,0.17448749090200938,1.0702226019655492,0.7985333690773954,1.3562873627174223,450
169,19972,0.19858141185940148,1.1790250875123307,0.47762057614218517,0.3530414285411321,4998,0.18617208599446972,1.1836633299858392,0.34807264386733294,1.3721864804871857,458
170,1738,0.1949336946132723,0.6859515505555546,0.027643067651821437,0.3524580424842023,11179,0.19929551103158816,0.6188597053959058,0.07912324071821451,2.8623176600662474,407
171,9520,0.17259126866726832,0.9818605247411317,0.8725752954964122,0.3520924144842324,15527,0.1600650674844405,1.1648270445848306,0.6433837587480314,1.3562283530351582,463
